,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
144,81729,Watched tv all day,entertainment,yes,no,27,USA,f,single,n,3m,at_least_one_hour
145,29032,"I ate a hearty breakfast of bacon, eggs, biscuits, and hash browns which left me completely sated.",food,yes,no,42.0,USA,m,single,n,24h,at_least_one_hour
146,116067,I went on a trip to ohio,vacation,yes,no,23.0,USA,m,single,n,24h,all_day_im_still_feeling_it
147,93495,Received a spot bonus from work for helping a fellow teammate,career,yes,yes,27.0,USA,m,single,n,3m,all_day_im_still_feeling_it
148,81687,Look at a nice movie on a night when I could not sleep,entertainment,yes,no,28.0,ITA,m,single,n,3m,at_least_one_hour
149,54384,I got one recharge offer from my mobile company and that moment feels happy.,technology,yes,yes,32,IND,m,married,y,24h,all_day_im_still_feeling_it
150,92300,Buying my mother a gift for Mother's Day,family,yes,no,29,USA,m,single,n,3m,half_a_day
151,39191,The person taking my order at the drive-thru was very friendly.,food,yes,yes,27,USA,f,single,n,24h,a_few_minutes
152,57063,My dad said that he was proud of me and that myself and my husband will make excellent parents.,family,no,yes,26,USA,f,married,n,24h,all_day_im_still_feeling_it
153,32156,Annual salary hike and bonus last month.,career,no,no,32,IND,m,single,n,24h,all_day_im_still_feeling_it
154,128452,"MY UNCLE IS WORKING IN  ABROAD WHEN HE IS HERE,IT'S THE QUALITY TIME THAT ALL PRECIOUS TO ME",family,no,yes,23,IND,f,single,n,24h,all_day_im_still_feeling_it
155,74038,Taking my dog to the vet and making sure he was okay.,animals,yes,yes,26,USA,m,single,n,3m,half_a_day
156,105962,I won tickets to a concert that I have been wanting to go to.,entertainment,no,no,44,USA,m,married,y,3m,half_a_day
157,56086,There was a new episode of my favorite podcast about one of my favorite conspiracy theories.,entertainment,no,yes,43,USA,m,single,n,24h,at_least_one_hour
158,102117,the restaurant messed up and forgot to charge me for a dish,food,no,yes,35.0,USA,m,single,n,3m,half_a_day
159,33981,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,y,24h,all_day_im_still_feeling_it
160,87892,"There were some misunderstanding with my best friend and he called me a speaks with me very friendly and we cleared all problem, That was a very happy situation for me.",conversation,yes,yes,24.0,IND,m,single,n,3m,half_a_day
161,58431,i drank a really good coffee,food,yes,no,38.0,USA,m,married,n,3m,a_few_minutes
162,83312,We celebrated my wife's birthday and went to the Wisconsin Dells over the weekend.,family,yes,yes,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
163,112436,The part that I ordered to restore my truck came on time and fit perfectly onto the vehicle.,shopping,no,no,25,USA,f,married,n,24h,at_least_one_hour
164,65137,I got a much needed job after being out of work for 7 months.,career,yes,no,36,USA,f,married,y,3m,all_day_im_still_feeling_it
165,76137,Going out with friends for my Birthday.,party,yes,yes,28,USA,m,single,n,3m,half_a_day
166,71100,I was happy when I got the best grade on my economics class.,education,yes,no,22.0,USA,f,single,n,3m,half_a_day
167,54890,I saw my payment from a job had posted which allows me to make a purchase I've been wanting.,career|shopping,no,no,29.0,USA,m,single,n,24h,all_day_im_still_feeling_it
168,97164,"Actually last sunday, i got online gift coupon with little big value, for winning a creative puzzle game, which made me feel proud and really very happy.",entertainment,no,no,29,IND,m,single,n,3m,half_a_day
169,104330,I got a promotion at work.,career,yes,yes,30,USA,o,married,y,3m,half_a_day
170,88294,"In the past 3 months, my best friend got married",romance,no,yes,29,USA,m,single,y,3m,all_day_im_still_feeling_it
171,59323,I paid off my car.,shopping,yes,no,67,USA,m,divorced,y,3m,all_day_im_still_feeling_it
172,31905,I m very happy when my boss ask to me that she promoted me in senior management.,career,no,yes,23,USA,m,married,y,24h,all_day_im_still_feeling_it
173,99285,My wife and I bought a new car.,shopping,yes,yes,30,USA,m,married,n,3m,half_a_day
174,67636,I got a long awaited promotion in the last month from Assistant Manager to Manager.,career,yes,no,33.0,SWE,m,married,y,3m,all_day_im_still_feeling_it
175,116910,I was able to leave work early.,career,yes,no,24.0,USA,m,single,n,24h,all_day_im_still_feeling_it
176,92020,I enjoyed a family night with my husband and children.,family,yes,yes,41.0,USA,f,married,y,3m,half_a_day
177,84816,Finding out I was pregnant made me happy.,family,yes,yes,23,USA,f,divorced,y,3m,all_day_im_still_feeling_it
178,57667,I watched One Punch Man and let out a quick laugh for the first time in a while.,entertainment,yes,no,23,USA,m,single,n,24h,a_few_minutes
179,37928,I went on an incredible hike with my sister and we got to explore a cool waterfall.,family|vacation,yes,yes,36,USA,m,single,n,24h,half_a_day
180,77650,Watching my son warm up to the baby finally.,family,no,yes,34.0,USA,f,married,y,3m,all_day_im_still_feeling_it
181,87670,My aunt bought a beautiful house in February near Lake Wallenpaupack.,shopping|family,no,yes,39.0,USA,m,single,n,3m,half_a_day
182,48062,I got a discount on my oil change for being a reliable customer.,shopping,yes,no,32,USA,f,married,n,24h,half_a_day
183,34485,I made a dinner that came out particularly good.,food,yes,no,38,USA,m,single,n,24h,a_few_minutes
184,95383,"I asked out on a date a woman that I have been talking to for the past month, I'm really into her and the fact that she said yes was great!",conversation|romance,yes,yes,24.0,USA,m,single,n,3m,all_day_im_still_feeling_it
185,77029,I got to have some extra time to spend with my children.,family,yes,yes,35.0,USA,f,single,y,3m,all_day_im_still_feeling_it
186,89623,Last month I got a good incentive with my salary and that moment makes me feel happy.,career,no,no,30,IND,m,married,y,3m,at_least_one_hour
187,48985,Some of my cousins from my mother's side of the family came over and played a board game with my family!,entertainment|family,no,yes,49.0,USA,f,widowed,y,24h,half_a_day
188,123222,I had a good workout at gym today early morning.,exercise,yes,no,40,USA,f,married,y,24h,all_day_im_still_feeling_it
189,53840,It appeared I lost weight when I got dress this morning because I looked amazing in an outfit that was very unflattering about a month ago.,exercise,yes,no,30.0,USA,f,single,y,24h,all_day_im_still_feeling_it
190,119977,My friend came over and we talked about a game for a few hours,conversation,yes,yes,22.0,USA,f,married,n,24h,half_a_day
191,76368,I was asked to interview for a position I'm interested in.,career,no,yes,26.0,USA,f,single,n,3m,all_day_im_still_feeling_it
192,88172,I went home to see my parents and sister.,family,yes,yes,22.0,USA,m,single,n,3m,half_a_day
193,103053,"when somebody compliments me sincerely on my work, i felt proud and successfully.",career,no,yes,21,IND,f,single,n,3m,at_least_one_hour
194,68473,I WENT TO TEMPLE,religion,yes,no,27,IND,f,single,n,3m,at_least_one_hour
195,120385,I went for a run before my shower for about 20 minutes.,exercise,yes,no,26,USA,f,single,y,24h,at_least_one_hour
196,77642,I bought a new laptop.,technology|shopping,yes,no,28,IND,f,married,y,3m,all_day_im_still_feeling_it
197,117295,I got a great deal on some candy bars at costco,shopping,yes,yes,26.0,USA,f,single,n,24h,at_least_one_hour
198,121062,Woke up with my 2 1/2 year old son cuddled next to me,family,no,yes,40,USA,m,married,y,24h,all_day_im_still_feeling_it
199,93900,i retrieved a bonus from my company,career,no,no,3,IND,m,single,n,3m,all_day_im_still_feeling_it
200,123800,I got permission from my firm to the higher study.,education|career,no,yes,31,IND,f,married,y,24h,at_least_one_hour
201,77354,Going shopping for new clothes at the mall made me happy.,shopping,yes,no,29.0,USA,f,married,n,3m,half_a_day
202,104138,"I rented an inflatable water slide for my nephew's birthday, it was awesome.",family|party,yes,yes,32.0,USA,f,single,n,3m,all_day_im_still_feeling_it
203,125760,I managed to install a new screen on a broken phone.,technology,yes,no,33.0,USA,m,married,n,24h,at_least_one_hour
204,71102,"Yesterday, I ate a delicious sub sandwich from Subway.",food,yes,no,27.0,USA,m,single,n,3m,at_least_one_hour
205,74995,My wife and I celebrated our five year anniversary in Paris.,romance,yes,yes,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
206,41916,That suddenly jumped my self certainly my wife came,romance,no,yes,30.0,IND,m,married,y,24h,at_least_one_hour
207,95961,I got to play a video game that I've been meaning to play for months.,entertainment,yes,no,34,USA,m,married,y,3m,all_day_im_still_feeling_it
208,72046,I won a big hand in a poker game.,entertainment,yes,no,31.0,USA,m,single,n,3m,at_least_one_hour
209,39408,Taking my family out to eat for lunch and not having to wait to be seated.,food,yes,yes,34.0,USA,m,married,y,24h,a_few_minutes
210,100498,I finished my exams and semester at school with passing grades!,education,yes,no,23.0,USA,m,single,n,3m,all_day_im_still_feeling_it
211,73287,"I decided I would get pizza tonight, and found a really good deal.",food,yes,yes,23.0,USA,f,single,n,3m,at_least_one_hour
212,53671,A quote from a book.,entertainment,no,no,20.0,IND,m,single,n,24h,a_few_minutes
213,71618,I finally got over a stubborn cold that lasted 2 long weeks.,career,no,no,23,USA,m,single,n,3m,all_day_im_still_feeling_it
214,86824,My programmer friend told me that the idea I had for an app was the only one that has ever been pitched to him that he thought was good and he wants to help me create it as a partner.,technology|conversation,no,yes,43,USA,m,single,n,3m,all_day_im_still_feeling_it
215,41013,I was really happy yesterday because we had a family reunion.,family,yes,yes,32.0,USA,m,married,y,24h,all_day_im_still_feeling_it
216,46910,I made a cool song on my computer,technology,yes,no,22.0,USA,m,single,n,24h,half_a_day
217,40672,Today I got to see two my friends who I hadn't seen for a few weeks.,vacation,no,yes,22,USA,m,single,n,24h,half_a_day
218,79948,I bought a nice sweater on sale for a big discount.,shopping,yes,no,29,USA,m,single,n,3m,at_least_one_hour
219,37619,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,n,24h,half_a_day
220,65827,"I received an ""A"" in my Introductory Screenwriting course here at the University of Chicago.",education,yes,no,22,USA,m,single,n,3m,half_a_day
221,28715,I had some new classes yesterday and it made me happy to start a new quarter and turn a new leaf.,education,yes,no,18.0,USA,m,single,y,24h,all_day_im_still_feeling_it
222,103188,"My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy..",party|technology,no,yes,25,IND,m,single,y,3m,a_few_minutes
223,85527,My son turned 1 years old and we had a party.,party|family,no,yes,30.0,USA,m,married,y,3m,all_day_im_still_feeling_it
224,124997,I got pizza today.,food,yes,no,25.0,USA,m,single,n,24h,at_least_one_hour
225,82497,"I was walking a dog and I thought it was going to rain, but the rain held off long enough for me to walk him.",weather|exercise,yes,no,41,USA,f,single,n,3m,at_least_one_hour
226,115704,I bought myself new clothes.,shopping,yes,no,23,USA,m,single,n,24h,at_least_one_hour
227,125986,"Before leaving the office today, we were informed, to my surprise, that we will be allowed to work at home tomorrow, giving me an extra thirty plus minutes of sleep.",career,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
