,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
21,56810,"At a leadership training event the facilitator told a very funny joke about ""basic moms of suburbia.""",conversation,no,yes,21,USA,m,single,n,24h,a_few_minutes
22,101297,I went to a friend's barbecue and had some delicious food and good fun.,food|party|conversation,yes,yes,28,USA,m,single,n,3m,half_a_day
23,84424,Spending time with my family for my niece's 10th birthday.,party|family,yes,yes,24,USA,f,single,n,3m,all_day_im_still_feeling_it
24,83981,LAST MONTH I AM GOING TO MY GRANDMOTHER HOUSE.,family,yes,yes,28,IND,m,married,y,3m,half_a_day
25,109765,I went on a long walk with my dog and a friend.,exercise|animals,yes,yes,43,USA,f,married,y,24h,at_least_one_hour
26,39159,I found out that I'm going to be going on a run with a friend later today.,exercise,yes,yes,22.0,USA,m,single,n,24h,at_least_one_hour
27,119468,I talked to a friend I haven't talked to in years.,conversation,yes,yes,30,USA,f,single,y,24h,at_least_one_hour
28,109850,"On the train this morning, someone told me I had a nice smile.",conversation,no,yes,31,USA,m,single,n,24h,a_few_minutes
29,65322,One of my dogs did something funny while chasing lizards in the backyard.,animals|entertainment,no,no,31.0,USA,m,married,n,3m,a_few_minutes
30,49800,I enjoyed playing a game with my best friend.,entertainment,yes,yes,22.0,USA,f,married,n,24h,half_a_day
31,123125,I hit a new personal max on the bench press at the gym today.,exercise,yes,no,42.0,USA,m,married,y,24h,at_least_one_hour
32,59829,completed a big project within a short span of time.,education|career,yes,no,24,IND,m,single,n,3m,all_day_im_still_feeling_it
33,70486,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,3m,at_least_one_hour
34,41872,I purchased a strength band to do some workouts at home and found a really good one after weeks of searching.,shopping|exercise,yes,no,33,USA,m,married,n,24h,at_least_one_hour
35,52188,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,y,24h,at_least_one_hour
36,29663,I started thinking about more things that I will do on my vacation in 2 weeks.,vacation,yes,no,47.0,USA,m,married,y,24h,at_least_one_hour
37,92012,A neighborhood bookstore gave me a free copy of a local cookbook in exchange for displaying a recipe from it at my niece's upcoming graduation event.,food,no,yes,32,USA,f,married,y,3m,half_a_day
38,80950,My son has won an award two months back for state level competition in the abacus which made me feel happy,education,no,yes,47,IND,m,married,y,3m,all_day_im_still_feeling_it
39,128211,I planned a trip with my boyfriend to go to the beach.,vacation,yes,yes,23,USA,f,single,n,24h,half_a_day
40,70467,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,n,3m,half_a_day
41,67186,My coworkers bought me breakfast for my birthday.,food,yes,yes,27,USA,f,single,n,3m,half_a_day
42,46211,"I joined my son for swimming class and he is extremely happy about it, which makes me happy too",family|exercise,yes,yes,35.0,IND,f,married,y,24h,all_day_im_still_feeling_it
43,62808,I sold a stock for a modest 10% gain.,shopping,yes,no,27,USA,m,single,n,3m,a_few_minutes
44,65571,When I finished my project for a class I was very happy to be done and proud of my work.,education,yes,no,24.0,USA,m,single,n,3m,half_a_day
45,48018,"When I got home, my dog was chirping at the door for me to come in--this way, I know she missed me during the day and is excited that her daddy is finally home!",animals|family,no,no,30.0,USA,m,married,n,24h,half_a_day
46,88672,I went to a baseball game with friends.,entertainment,yes,yes,41,USA,m,single,n,3m,half_a_day
47,49767,I went for a long walk with my dogs.,exercise|animals,yes,yes,56,USA,m,married,y,24h,at_least_one_hour
48,114628,I was shopping for my new kitten and picking out new things for him,shopping|animals,yes,no,23,USA,f,married,n,24h,at_least_one_hour
49,105419,MY BOY FRIEND LOVE FEELING,romance,no,yes,26,IND,m,single,n,3m,all_day_im_still_feeling_it
50,55957,I joined a bicycling club and rode my first organized ride with the group this morning.,exercise,yes,yes,39,USA,m,single,n,24h,at_least_one_hour
51,54426,Presented today in front of the class and was not nervous!,education,yes,yes,20,USA,m,single,n,24h,a_few_minutes
52,73369,I received an unexpected gift.,family,no,no,37,USA,m,single,n,3m,a_few_minutes
53,101839,I booked a vacation that is quickly approaching.,vacation,yes,no,28,USA,m,single,n,3m,all_day_im_still_feeling_it
54,105033,On Friday evening we had a neighborhood block party with all of our friends and had a blast.,party,no,yes,25.0,USA,f,single,n,3m,half_a_day
55,52524,I won a project in a science fair.,education,yes,no,26.0,USA,m,single,n,24h,half_a_day
56,91484,I lost ten lbs,exercise,yes,no,33,USA,f,married,n,3m,all_day_im_still_feeling_it
57,29868,I won 100 dollars on a lottery scratcher,entertainment,yes,no,22,USA,m,single,n,24h,all_day_im_still_feeling_it
58,30188,I adapted healthier eatings habits over the past month.,food,yes,no,36,USA,f,married,y,24h,all_day_im_still_feeling_it
59,124858,"My daughter called to tell me how embarrassed she was when she knocked over a display at a store and when she was picking it up, her bra popped out of her long dress.",family|conversation,no,yes,55.0,USA,f,married,y,24h,half_a_day
60,81514,"Found out that my cousin, who is like a sister to me, is pregnant, so I'm gonna be an aunt this December.",family,no,yes,26,MEX,o,single,n,3m,all_day_im_still_feeling_it
61,79170,I was happy when i ate a pizza.,food,yes,no,25.0,USA,m,married,n,3m,at_least_one_hour
62,72449,"I paid off one of my student loans with the absolute worst bank in the world, Wells Fargo!",education,yes,no,26,USA,m,single,n,3m,all_day_im_still_feeling_it
63,53377,MY ELDER SISTER GOT FIRST MARK IN THE UNIVERSITY AND SHE IS A TOPPER OF THE UNIVERSITY AND GOT A CHANCE TO STUDY IN ABROAD,education,no,yes,23,IND,f,single,n,24h,half_a_day
64,114085,Another event that made me happy in the past 24 hours was when I was at my job and one of my students told me that I was his favorite teaching assistant out of the other 11 teaching assistants.,career,no,yes,22,USA,m,single,n,24h,all_day_im_still_feeling_it
65,90857,Watching the rain.,weather,yes,no,26,IND,m,single,n,3m,at_least_one_hour
66,121823,Watched a really funny video.,entertainment,yes,no,44,USA,m,single,y,24h,a_few_minutes
67,42959,I weighted myself on the scale and saw a move in the right direction.,exercise,yes,no,40.0,NLD,f,single,y,24h,all_day_im_still_feeling_it
68,81067,Last month I received a raise already at my new job.,career,no,no,28.0,USA,f,single,n,3m,all_day_im_still_feeling_it
69,61306,I got a new car.,shopping,yes,no,21,USA,m,single,n,3m,all_day_im_still_feeling_it
70,119131,I drank new artisan beers last night while hanging out with some friends,food,yes,yes,30.0,USA,m,single,n,24h,at_least_one_hour
71,38313,My daughter called and told me that she just got a new full time job in the town where she and her husband just moved to.,family|conversation,no,yes,88.0,USA,f,married,y,24h,all_day_im_still_feeling_it
72,100238,Eating a turkey and cheese sandwich that I made for myself.,food,yes,no,21.0,USA,m,single,n,3m,at_least_one_hour
73,88038,I was complimented on my work at my place of employment.,career,yes,yes,35.0,USA,m,single,n,3m,at_least_one_hour
74,73866,I MET MY COLLEGE MATES ON LAST WEEK GONE A LONG TRIP,vacation,yes,yes,23.0,IND,m,married,n,3m,at_least_one_hour
75,87797,Making plans to attend a concert out of state that I really want to see.,vacation|entertainment,yes,no,27.0,USA,m,single,n,3m,all_day_im_still_feeling_it
76,108871,"We went camping at Sequoia National Park and it was amazing, I hadn't been camping in like fifteen years, it was literally a breath of fresh air.",vacation,yes,yes,31,USA,f,separated,n,3m,half_a_day
77,95027,Purchased New Smart Phone.,shopping|technology,yes,no,27,IND,m,single,n,3m,half_a_day
78,100566,I had avocado toast with an egg on it and the yolk was perfectly runny.,food,yes,no,25,USA,f,single,n,3m,a_few_minutes
79,112119,Achieved the office target  and overflowing or the next month.,career,yes,no,49.0,IND,m,married,y,24h,all_day_im_still_feeling_it
80,31691,Someone told me I had a heart of gold.,conversation,yes,yes,46,USA,f,divorced,n,24h,half_a_day
81,73583,I played football with my two kids outside in our front yard,family,yes,yes,37,USA,m,married,y,3m,half_a_day
82,91032,I watched online clips of my favorite comedian.,entertainment,yes,no,29,USA,m,single,n,3m,at_least_one_hour
83,84770,We got some free Angel Food cake and it was delicious.,food,no,no,31,USA,f,married,y,3m,a_few_minutes
84,88729,I got two job offers on the same week.,career,yes,no,22,USA,m,single,n,3m,all_day_im_still_feeling_it
85,62156,I had an especially fun time working with one of the kids with autism in our clinic during our gym and playground time.,exercise|career,yes,yes,22,USA,m,single,n,3m,half_a_day
86,46268,My puppy passed her health checkup at the vet and gained two pounds.,animals,no,yes,40.0,USA,f,divorced,y,24h,half_a_day
87,38393,I was happy that I heard my music online.,entertainment,yes,no,43.0,USA,m,single,y,24h,all_day_im_still_feeling_it
88,58149,"It was the first truly spring-like day, with the temperature hovering around 75 degrees and a sunny blue sky.",weather,no,no,22.0,USA,f,single,n,24h,all_day_im_still_feeling_it
89,35754,"While.I'm lying down on the sofa,my mother tickle me.i was laughing",family,yes,yes,25,IND,m,single,n,24h,at_least_one_hour
90,118650,I ate mangoes yesterday,food,yes,no,26,IND,m,married,n,24h,a_few_minutes
91,115946,finishing work for the day,career,no,no,24.0,USA,m,single,n,24h,at_least_one_hour
92,46762,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,y,24h,at_least_one_hour
93,64940,My friend told me how much she appreciated our friendship.,conversation,no,yes,26.0,USA,f,single,n,3m,all_day_im_still_feeling_it
94,61670,I took a week off from my job so I could have some personal time for myself.,career,yes,no,42.0,USA,f,single,n,3m,all_day_im_still_feeling_it
95,111990,Heard a new song from my favorite artist.,entertainment,yes,no,25.0,IND,m,single,n,24h,at_least_one_hour
96,103846,I spent time with my family at a local fair.,family,yes,yes,41.0,USA,f,married,y,3m,half_a_day
97,103249,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,3m,at_least_one_hour
98,30876,My husband wanting to take me on a date for our upcoming wedding anniversary made me so happy.,romance|family,no,yes,38,USA,f,married,y,24h,all_day_im_still_feeling_it
99,125255,Have a fresh baked cookie.,food,yes,no,29,USA,f,single,n,24h,a_few_minutes
100,101444,Getting my new PC microphone made me incredibly happy.,shopping,yes,no,24,USA,m,single,n,3m,all_day_im_still_feeling_it
101,89035,Hearing the good news of my sister in-laws wedding!,family,no,yes,29.0,USA,f,married,n,3m,half_a_day
102,50042,Having a co worker tell a funny story about someone walking in on her the bathroom.,conversation,no,yes,47.0,USA,,married,y,24h,
103,113343,I won 5 dollars on a lottery scratch off ticket.,shopping,no,no,30,USA,o,single,n,24h,half_a_day
104,110943,I decided to play another game of Final Fantasy Tactics.,entertainment,yes,no,35.0,USA,m,single,n,24h,half_a_day
105,46715,I WENT TO TEMPLE,religion,yes,no,27,IND,f,single,n,24h,at_least_one_hour
106,69297,I got pregnant!,family,yes,yes,22,USA,f,married,n,3m,all_day_im_still_feeling_it
107,66257,"My puppy learned to sit, stay, lay down, speak and shake.",animals,no,no,25,USA,m,single,n,3m,all_day_im_still_feeling_it
108,124470,I got a delicious hot dog at Costco for lunch earlier.,food|animals,yes,no,36.0,USA,f,single,n,24h,a_few_minutes
109,46136,I finished my homework.,education,yes,no,22,USA,m,single,n,24h,a_few_minutes
110,93731,I WANT TO COLLEGE,education,yes,no,28,IND,m,married,y,3m,at_least_one_hour
111,27876,The weather has been warm and gorgeous for the first time in a long time and I'm loving it.,weather,no,no,28,DNK,f,married,n,24h,all_day_im_still_feeling_it
112,59791,I finally finished my origami snake which took me around a month to build.,animals,yes,no,19,TUR,m,single,n,3m,half_a_day
113,123647,I got a new car.,shopping,yes,no,29,USA,m,single,n,24h,all_day_im_still_feeling_it
114,69317,I was able to give a gift to my friend for his birthday.,party,yes,yes,26.0,USA,f,single,n,3m,at_least_one_hour
115,63815,I got to take my kids to the zoo.,family,yes,yes,31,USA,f,married,y,3m,all_day_im_still_feeling_it
116,124436,My husband told me he got a lot of wonderful recognition at his work yesterday.,romance,no,yes,57.0,USA,f,married,n,24h,all_day_im_still_feeling_it
117,117297,I watched some really good tv shows with my girlfriend,entertainment,yes,yes,29.0,USA,m,single,y,24h,at_least_one_hour
118,52686,Went over my workload at work and got some things taken off which makes my job way less stressful.,career,yes,no,32.0,USA,m,married,y,24h,all_day_im_still_feeling_it
119,54223,Taking my dog to the park for a walk and playing Frisbee.,animals|exercise,yes,no,26.0,USA,m,single,n,24h,at_least_one_hour
120,69625,I received my Nintendo Switch back from Nintendo repair shop.,shopping,yes,no,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
121,92987,my wife called me and talked.,conversation,no,yes,28,IND,m,married,y,3m,at_least_one_hour
122,126257,I found a new friend to play Diablo 3 with online with my Xbox last night.,entertainment,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
123,110946,My husband really enjoyed the dinner that I made for him.,food|romance,no,yes,46,USA,f,married,n,24h,at_least_one_hour
124,122713,I drank some excellent quality Shui Shan Chinese Wulong tea during my tea break.,vacation,yes,no,32,USA,m,married,n,24h,half_a_day
125,113897,i was having a bad day and had to take care of a bunch of errands on my break and my coworker covered for me and take an extra long break so i could get everything done and relax.,career,yes,yes,30.0,USA,m,single,n,24h,half_a_day
126,73395,In the past three months my friend gave me a $100 Nike gift card,shopping,no,yes,22,USA,f,married,n,3m,all_day_im_still_feeling_it
127,53274,I went for shopping yesterday.,shopping,yes,no,29,IND,f,married,y,24h,at_least_one_hour
128,100408,"This morning I had an excellent breakfast at home, it consisted of a mix of cereals, sliced bananas, yogurt, cinnamon, milk and raisings.",food,yes,no,83,USA,m,married,y,3m,at_least_one_hour
129,40067,I ate my favorite meal for dinner.,food,yes,no,35.0,USA,m,single,y,24h,at_least_one_hour
130,51281,I received a game in the mail that I eagerly anticipating for a long time.,entertainment,yes,no,26.0,USA,m,single,n,24h,all_day_im_still_feeling_it
131,78426,They had everything I was looking for one day when I went shopping and everything was super fast and I had great customer service as well!,shopping,yes,no,22.0,USA,m,single,n,3m,at_least_one_hour
132,128042,My husband took care of some things around the house that needed doing for a long time.,family,no,yes,52,USA,f,married,y,24h,all_day_im_still_feeling_it
133,78945,I found out that my band gets to play a huge local music festival.,entertainment,no,yes,28,USA,f,single,n,3m,all_day_im_still_feeling_it
134,105103,Going out to get coffee at a local shop.,shopping,yes,no,22,USA,m,single,n,3m,at_least_one_hour
135,60360,I was able to take my daughter on a vacation for her tenth birthday at the beginning of this month.,family|party|vacation,yes,yes,30,USA,f,single,y,3m,all_day_im_still_feeling_it
136,30289,I was very happy when my  husband and I had an entire day to ourselves to go explore downtown Dallas one Saturday.,family|romance,yes,yes,29,USA,f,married,n,24h,all_day_im_still_feeling_it
137,33474,I had sex with my partner.,romance,yes,yes,35,USA,f,divorced,n,24h,at_least_one_hour
138,105961,buying some shorts for myself made me less sad.,shopping,yes,no,32,USA,f,single,n,3m,at_least_one_hour
139,106305,I'm in summer vacation for thr next few months!,vacation,yes,no,21,USA,m,single,n,3m,all_day_im_still_feeling_it
140,34226,I got home last night and played my favorite video game for hours.,entertainment,yes,no,32,USA,m,single,n,24h,at_least_one_hour
141,64215,another important moment of happiness was to see my family reunited for my mother's 85th birthday,family,yes,yes,57,VEN,m,single,y,3m,half_a_day
142,122829,I made a very delicious hazelnut ice blended coffee drink.,food,yes,no,24,USA,m,married,n,24h,at_least_one_hour
143,74692,I went fishing with my niece.,food,yes,yes,37.0,USA,m,married,n,3m,all_day_im_still_feeling_it
144,83651,My daughter got her first tooth without any fever or fussiness.,family,no,yes,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
145,92372,My niece graduated from Kindergarten last week.,education,no,yes,38,USA,m,separated,n,3m,all_day_im_still_feeling_it
146,38324,Having lunch with my mother.,food|family,yes,yes,43,USA,m,single,y,24h,at_least_one_hour
147,87325,I ate at my favorite restaurant for the first time in weeks.,food,yes,no,34.0,PHL,m,single,n,3m,at_least_one_hour
148,42355,i attended an enthusiastic and very joyful sports day in my daughter's school in which she won a prize.,family|education,yes,yes,43,IND,m,married,y,24h,half_a_day
149,113637,"I learned today that I have received approval to take out a loan to by a new house, which is awesome.",shopping,no,no,38,USA,f,divorced,y,24h,all_day_im_still_feeling_it
150,125833,I received money in a card from my aunt.,family,no,yes,23.0,USA,f,single,n,24h,at_least_one_hour
151,62976,I completed my coursework and could relax.,education,yes,no,20.0,USA,m,single,n,3m,half_a_day
152,87823,"My husband started putting a small note in my purse each morning before he leaves for work so the next time I open it, I'll be reminded of him.",family|career,no,yes,23,USA,f,single,n,3m,all_day_im_still_feeling_it
153,50781,I talked with my fiancee on the phone.,conversation,yes,yes,31,USA,m,single,n,24h,half_a_day
154,28837,I was watching an episode of crashing and I had a good laugh at one of the jokes on the episode.,entertainment,yes,no,31.0,USA,m,single,n,24h,a_few_moment
155,114538,went to the keys for some family time,family,yes,yes,27,USA,m,single,n,24h,all_day_im_still_feeling_it
156,65985,When my daughter told me I'm her best friend.,family,no,yes,31,USA,f,married,y,3m,a_few_minutes
157,49126,I bought a new fish tank and rocks and stuff for my fish tank!,shopping,yes,no,30.0,USA,f,married,n,24h,all_day_im_still_feeling_it
158,120668,My grand father give me a golden chain today early morning as gift its a happiest event for me.,family,no,yes,27,USA,m,married,y,24h,all_day_im_still_feeling_it
159,105256,I bought new chairs for my house.,shopping,yes,no,28.0,USA,f,single,n,3m,all_day_im_still_feeling_it
160,46288,"My wife and I watched a Louis CK comedy show on Netflix, it was hilarious.",entertainment|family,yes,yes,37.0,USA,m,married,y,24h,at_least_one_hour
161,43605,I found out my niece is having a baby girl in December of this year!,romance,no,yes,53,USA,f,single,n,24h,all_day_im_still_feeling_it
162,116512,I was with my friends drinking for a drinking contest during evening.,food|party,yes,yes,22,ALB,m,single,n,24h,all_day_im_still_feeling_it
163,59942,I was happy when I received the results of my A1c test a month ago; it was the lowest A1c I had every had.,education,no,no,26,USA,f,single,n,3m,all_day_im_still_feeling_it
164,119740,I talked to my son yesterday and I'm going to help he and his wife shop for baby furniture on Saturday.,family|shopping,yes,yes,51,USA,f,single,y,24h,all_day_im_still_feeling_it
165,100340,My package was finally delivered,shopping,yes,no,51.0,USA,f,married,n,3m,all_day_im_still_feeling_it
166,58244,"Today was my 'cheat day' for my diet, the first in a month, and I ate a reasonable amount of all my Easter favorites.",food,yes,no,32.0,USA,m,married,n,24h,all_day_im_still_feeling_it
167,81563,Bought a rice cooker.,shopping,yes,no,25,BRA,m,single,n,3m,half_a_day
168,103413,I WENT TO SHOPPING,shopping,yes,no,27,IND,m,married,n,3m,half_a_day
169,95040,Going to the mall and buying some clothes.,shopping,yes,no,25,USA,m,single,n,3m,half_a_day
170,110344,"When I went to see my girlfriend which I have not seen in over a month, we went to see Guardians of The Galaxy 2.",romance|entertainment,yes,yes,27.0,USA,m,single,n,24h,half_a_day
171,123802,next we went to hills area.very very cold climate and very joyful.we watched city and other area with telescope.,weather,yes,yes,27.0,IND,m,single,n,24h,half_a_day
172,28710,In the last 24 hours receiving my raise at work made me very happy,career,no,no,29,USA,m,married,n,24h,all_day_im_still_feeling_it
173,115850,My girlfriend sent me a picture of us on our first date.,party,no,yes,27,USA,m,single,n,24h,all_day_im_still_feeling_it
174,52920,I made an amazing cordon bleu meal for my family and even my kids liked it so that made me happy.,family|food,yes,yes,27,USA,f,married,y,24h,at_least_one_hour
175,113309,I enjoyed petting my two cats for about 5 minutes.,animals,yes,yes,21.0,USA,m,single,n,24h,a_few_minutes
176,59619,I was accidentally able to successfully argue the price of a purchase from $54 to $25.,shopping,yes,no,30,USA,f,married,n,3m,at_least_one_hour
177,49319,I was happy when my friend invited me out to dinner because I hadn't had the chance to see him in a while.,food|conversation,no,yes,25,USA,m,single,n,24h,half_a_day
178,36310,I bought a little flying dragon pet thing that follows my avatar around on GaiaOnline.,shopping|animals,yes,no,29,USA,m,single,n,24h,all_day_im_still_feeling_it
179,35431,"Today, I received the parcel for my purchase order for my new Samsung gear 360 and I am very happy.",shopping|technology,yes,no,27,IND,m,single,n,24h,all_day_im_still_feeling_it
180,60284,An event that made me happy was when someone I had assisted at work brought a basket of gifts to my office.,career,yes,yes,58,USA,f,married,y,3m,all_day_im_still_feeling_it
181,30686,I recognized that a sick pet was getting better.,animals,yes,no,39,USA,f,married,y,24h,a_few_moment
182,98910,Getting a raise at work.,career,no,no,34.0,USA,m,single,y,3m,all_day_im_still_feeling_it
183,117016,Having dinner with my boyfriend.,food|romance,yes,yes,22,USA,f,single,n,24h,at_least_one_hour
184,67355,my wife surprised me by her visit without informing that to me.,family|romance,no,yes,23.0,IND,m,single,n,3m,all_day_im_still_feeling_it
185,110988,This morning I saw a cute dog.,animals,yes,yes,24,USA,f,single,n,24h,a_few_minutes
186,79676,I talked to a new friend on the internet and he donated to my girlfriend's stream so we could go to a restaurant.,food,yes,yes,23,USA,f,single,n,3m,half_a_day
187,91296,I purchased a new pair of shoes.,shopping,yes,no,30.0,USA,m,married,y,3m,at_least_one_hour
188,90001,I learned something new last week that is helping me every day.,education,yes,no,32.0,USA,m,single,y,3m,all_day_im_still_feeling_it
189,27891,A hot chat with my dating partner makes me feel more sexy,conversation,yes,yes,25.0,IND,m,married,y,24h,at_least_one_hour
190,114637,"I attended my child's end of year school program today, where he participated in singing, dancing, and telling everyone what he wanted to be when he grows up.",education|family,yes,yes,38,USA,f,divorced,y,24h,all_day_im_still_feeling_it
191,31887,My daughter treated me today to a full house cleaning.,family,no,yes,38.0,USA,f,married,y,24h,all_day_im_still_feeling_it
192,33991,I had a great online fight video game with my friend and won in that match.,entertainment,yes,yes,32,IND,f,married,y,24h,a_few_minutes
193,53453,I got to watch the entire baseball game.,entertainment,yes,no,34,USA,m,married,y,24h,half_a_day
194,90930,I got new headphones at an offer price and it made me happy,shopping,yes,no,29,IND,f,married,y,3m,half_a_day
195,93172,Just going out with friends for a dinner and a few drinks,food|party,yes,yes,33,USA,m,widowed,y,3m,at_least_one_hour
196,97531,Today at work we ended up exceeding our production goal boy 1000 items.,career,no,no,29,USA,m,single,n,3m,half_a_day
197,48069,I got to have my kids for the night after I got out of class.,education|family,yes,yes,34.0,USA,m,single,y,24h,all_day_im_still_feeling_it
198,60594,Going to a family and friends with my family at church I  enjoying being with my four sister at the event,family,yes,yes,65,,f,,y,3m,all_day_im_still_feeling_it
199,115645,I found out my girlfriend went out to the spa and enjoyed herself.,romance,no,yes,41,USA,m,single,n,24h,all_day_im_still_feeling_it
200,110730,Our air conditioning broke down and the repair man came to fix it finally.,exercise,no,yes,51.0,USA,f,married,n,24h,half_a_day
201,54137,While they are not amazing I got to see some video clips of the French Cruiser line being added to World of Warships.,entertainment,yes,no,32.0,USA,m,single,n,24h,a_few_minutes
202,55577,I accepted an offer to begin a PhD program.,education,yes,no,26,USA,m,single,n,24h,all_day_im_still_feeling_it
203,112233,I was able to eat pizza,food,yes,no,32.0,USA,f,single,y,24h,half_a_day
204,87175,I facetimed my grandparents who live far away from me now.,family,yes,yes,25,USA,f,single,n,3m,half_a_day
205,71160,I bought a new laptop.,technology|shopping,yes,no,33.0,USA,f,single,y,3m,all_day_im_still_feeling_it
206,30008,bought a new phone this past month,shopping,yes,no,29.0,IND,m,single,y,24h,all_day_im_still_feeling_it
207,89661,I memorized a yoga mantra from my yoga guru.,exercise,yes,yes,25.0,IND,m,single,n,3m,all_day_im_still_feeling_it
208,71709,I personally re landscaped the yard and it looks great,exercise,yes,no,39,USA,o,married,y,3m,all_day_im_still_feeling_it
209,48408,I read some good comic books.,entertainment,yes,no,30.0,USA,m,single,n,24h,at_least_one_hour
210,64595,Starting a job as a firefighter.,career,yes,no,29,USA,m,single,n,3m,all_day_im_still_feeling_it
211,77234,I had dinner with an old friend and hopefully reconnected.,food,yes,yes,25.0,USA,f,divorced,n,3m,half_a_day
212,111076,An event that made me happy was going on vacation with family and friends to Cancun and swimming at night.,vacation,yes,yes,42.0,USA,f,married,y,24h,all_day_im_still_feeling_it
213,56242,I was told that one of my friends did well on his assignment for class.,education,no,yes,25,USA,m,single,n,24h,a_few_minutes
214,106376,My boss praised me at work in front of our entire team about how good my work was.,career,no,yes,23,USA,f,married,n,3m,half_a_day
215,104659,MY FRIEND GOING TO WONDERFUL PLACES FOR SEE THEIR SO HAPPY FOR US.THAT A MOMENT IS REALLY UNFORGETTABLE EXPERIENCE IN MY LIFE.MY FRIENDS RELATION ALWAYS HAPPY FOR US.I REMEMBER THAT DAY SO HAPPY FULL FOR THE MOMENT.,vacation,no,yes,23.0,IND,m,single,n,3m,half_a_day
216,93900,i retrieved a bonus from my company,career,no,no,3,IND,m,single,n,3m,all_day_im_still_feeling_it
217,32971,Pushing my little girl on her bike,family,yes,yes,34,USA,m,married,y,24h,a_few_moment
218,57407,Finished a huge writing assignment :),education,yes,no,29.0,DEU,f,single,n,24h,half_a_day
219,59953,U was informed by a family member that she'd gotten engaged to be married.,family|romance,no,yes,55,USA,f,divorced,y,3m,all_day_im_still_feeling_it
220,31463,My spouse and I were singing along to the radio one night on the drive home.,entertainment|romance,yes,yes,57,USA,f,single,y,24h,all_day_im_still_feeling_it
221,83814,I finished a piece of homework that I was having difficulty with.,education,yes,no,28,USA,m,single,n,3m,at_least_one_hour
