,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
22,50745,I made dinner for my spouse and I and we really enjoyed it.,food|family|romance,yes,yes,30,USA,f,married,n,24h,at_least_one_hour
23,96292,A friend of mine sent me pictures of her new baby chickens.,animals,no,yes,35.0,USA,m,single,n,3m,a_few_minutes
24,71482,I was happy when my husband replaced my tail-light bulb without me even needing to remind him.,romance|family,no,yes,38.0,USA,f,married,y,3m,at_least_one_hour
25,56831,I am watching my cat groom himself now.,animals,yes,no,55,CAN,f,single,n,24h,a_few_minutes
26,57164,I spent some time with my wife last night talking and watching tv.,entertainment,yes,yes,28,USA,m,married,y,24h,half_a_day
27,101690,In the last three months I got a new cat .,animals,yes,no,29,USA,m,married,n,3m,all_day_im_still_feeling_it
28,97927,I got a new job at a prestigious firm.,career,yes,no,31,USA,f,single,n,3m,all_day_im_still_feeling_it
29,39857,"I got an email from a friend I haven't heard from in a while, and I responded to him.",conversation|career,yes,yes,40,USA,m,married,y,24h,at_least_one_hour
30,79521,I went to my first Syracuse Chiefs game of the year the other day with my family.,family|entertainment,yes,yes,37.0,USA,m,married,y,3m,half_a_day
31,94642,Spent Mother's day with my mom at my brothers house for lunch.,family|food,yes,yes,33,USA,m,single,n,3m,half_a_day
32,116158,My family and I went out for a special dessert of milkshakes after supper tonight and enjoyed time talking and drinking them.,family|food,yes,yes,37.0,USA,m,married,y,24h,all_day_im_still_feeling_it
33,108415,"Today a coworker complimented me on my hair, she said it was beautiful and looked very healthy.",career,no,yes,30,USA,f,married,n,3m,all_day_im_still_feeling_it
34,78844,"I made it 10 weeks without a cigarette and got a gym membership, moving my life further in the right direction.",exercise,yes,no,42.0,USA,m,single,n,3m,all_day_im_still_feeling_it
35,105559,I bought my own vehicle and around my home town it's make me happy,shopping,yes,no,26,IND,m,married,y,3m,all_day_im_still_feeling_it
36,61540,able to go to the gym and rehab my shoulder,exercise,yes,no,24,USA,m,single,n,3m,a_few_minutes
37,123469,When my fiance came home from work and gave me a kiss,romance|career,yes,yes,50,USA,f,divorced,y,24h,a_few_minutes
38,104863,I went to temple and pray god.,religion,yes,no,28,IND,m,married,n,3m,at_least_one_hour
39,57568,I found out Superstore has a new episode on Hulu.,entertainment,yes,no,34,USA,f,married,n,24h,a_few_minutes
40,42669,I had a long discussion with my friend and helped him through a troubling time.,conversation,yes,yes,30.0,USA,m,single,n,24h,half_a_day
41,115275,I overcame an hour of tired unproductive work by actually getting some work done before lunch.,career,yes,no,32.0,USA,f,single,n,24h,a_few_minutes
42,96545,I helped my mom get things ready for our move,family,yes,yes,22.0,USA,m,single,n,3m,half_a_day
43,65868,A Lilac bush I planted from shoots under an older Lilac bush five-years ago finally bloomed this spring for the first time!,weather,no,no,59,USA,f,divorced,y,3m,all_day_im_still_feeling_it
44,41074,"My brother came home from medical school for the weekend, and we were able to spend time together for the first time in 6 months.",family,no,yes,22.0,USA,m,single,n,24h,all_day_im_still_feeling_it
45,52422,i brought new laptop today,shopping,yes,no,30,IND,m,single,n,24h,all_day_im_still_feeling_it
46,123757,I bought a new pair of shoes.,shopping,yes,no,35,USA,m,single,n,24h,at_least_one_hour
47,74648,I had dinner with a friend I hadn't seen in a long time,food,yes,yes,21.0,PHL,f,single,n,3m,half_a_day
48,32399,To be able to buy a team that my daughter needed.,family,yes,yes,35,USA,f,married,y,24h,all_day_im_still_feeling_it
49,75436,An event that made me happy was finishing up a television series.,entertainment,yes,no,27.0,USA,m,married,y,3m,all_day_im_still_feeling_it
50,77112,graduation of my brother,education|family,no,yes,30.0,USA,f,married,y,3m,all_day_im_still_feeling_it
51,98404,I fixed my mower by myself after many problems,technology,yes,no,33,USA,m,single,n,3m,half_a_day
52,61557,When I got off work on friday for spring break.,vacation,yes,no,30,USA,m,married,y,3m,half_a_day
53,53348,"Cooked a healthy, filling dinner.",food,yes,no,28,USA,m,single,n,24h,at_least_one_hour
54,107337,I love play Soccer in the Stadium with my Friends,entertainment,yes,yes,22,USA,m,single,y,3m,at_least_one_hour
55,74661,My cousin and her boyfriend came to visit me.,romance,no,yes,36,USA,f,married,y,3m,half_a_day
56,47328,"Having a delicious breakfast I made: egg white omelette with peppers, tomatoes and cheese",food,yes,no,31,USA,m,single,n,24h,a_few_minutes
57,47487,Another thing that made me happy was getting a free cinnamon crunch bagel from Panera's today.,food,no,no,67,USA,f,married,y,24h,at_least_one_hour
58,63838,I went outside for a walk,exercise,yes,no,21.0,USA,m,single,n,3m,a_few_minutes
59,84733,I laid out in the sun after a long stretch of rain.,weather,yes,no,37,USA,f,single,n,3m,half_a_day
60,92186,"My Dungeons and Dragons character, Lyssandra the Rogue, hit level five!",entertainment,yes,no,26,USA,f,married,n,3m,half_a_day
61,77341,I visited my mom at her house last night.,family,yes,yes,30.0,USA,m,single,n,3m,half_a_day
62,104232,"I went to Valencia, Spain for four days with my boyfriend.",vacation|romance,yes,yes,23,USA,f,single,n,3m,all_day_im_still_feeling_it
63,31102,Taking a long drive on a calm road with my family members who love me always.,family,yes,yes,22,IND,f,single,n,24h,half_a_day
64,69082,My husband surprised me with ice cream on my birthday.,romance|family,no,yes,27,USA,f,married,y,3m,at_least_one_hour
65,46310,"I finished my work early at work, and the boss was very happy with me.",career,yes,yes,30.0,USA,m,married,n,24h,half_a_day
66,78124,I bought a CD of my favorite singer.,shopping,yes,no,24,USA,f,single,n,3m,half_a_day
67,37400,I was able to watch my three boys play together in the gym at our church.,religion,yes,yes,32.0,USA,m,married,y,24h,half_a_day
68,65338,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,3m,half_a_day
69,113091,I decided to purchase a new video game.,entertainment|technology,yes,no,30,USA,f,married,y,24h,a_few_minutes
70,85024,I went to a painting event for a friend's birthday and created art.,party,yes,yes,26,USA,f,single,n,3m,half_a_day
71,70025,I cooked a meal at home that was delicious and everyone enjoyed it.,food,yes,yes,36,USA,m,single,n,3m,all_day_im_still_feeling_it
72,49758,My uncle came to my home today and he tell some jokes.,family,no,yes,36,IND,m,married,y,24h,at_least_one_hour
73,61935,I had a Passover seder with my family.,family,yes,yes,27,USA,f,single,n,3m,half_a_day
74,75142,I was able to actually buy a car.,shopping,yes,no,39.0,USA,f,divorced,y,3m,all_day_im_still_feeling_it
75,36695,I am happy that my child is awarded as a young scientist.,education|family,no,yes,29,IND,f,married,y,24h,all_day_im_still_feeling_it
76,43668,Going for a drive with my neighbor where we talked and laughed,conversation,yes,yes,41,USA,f,single,y,24h,at_least_one_hour
77,80891,I helped a patient at work with a difficult situation and she hugged me on the way out and told me what a good nurse I am.,career,yes,yes,27.0,USA,f,married,y,3m,all_day_im_still_feeling_it
78,77649,My spouse and I went to the movies a couple of weeks ago and really enjoyed our time together.,entertainment|romance,yes,yes,38,USA,f,single,y,3m,half_a_day
79,65902,An event that made me happy was making a successful batch of kimchi and learning how to ferment other foods.,education|food,no,no,26,USA,f,single,n,3m,all_day_im_still_feeling_it
80,77527,I finished the physical therapy I needed.,exercise,yes,no,56,USA,f,single,n,3m,all_day_im_still_feeling_it
81,28091,A good win for my sports team,entertainment,no,yes,25.0,IND,m,married,y,24h,half_a_day
82,97076,We received a prophetic word at a meeting that was very encouraging.,career,no,yes,33.0,USA,f,married,n,3m,all_day_im_still_feeling_it
83,39685,My team wins a exciting football match today.,entertainment,no,no,31,IND,f,married,y,24h,a_few_minutes
84,67186,My coworkers bought me breakfast for my birthday.,food,yes,yes,27,USA,f,single,n,3m,half_a_day
85,49408,I went to Hospital,family,yes,no,26,IND,f,single,n,24h,a_few_minutes
86,51730,"I was not part of the group that went offsite at work, thus I did not get stuck in the rain all day.",career,yes,no,35,USA,m,single,n,24h,at_least_one_hour
87,28842,I was reading in my hammock.,entertainment,yes,no,20.0,USA,f,single,n,24h,at_least_one_hour
88,112345,I went to the gym and had a really good workout.,exercise,yes,no,39.0,USA,f,married,y,24h,at_least_one_hour
89,124050,I watched a basketball game.,entertainment,yes,no,23,USA,m,single,n,24h,at_least_one_hour
90,113417,My daughter asked me to put the Ani DiFranco station on Pandora.,family,yes,yes,39,USA,f,married,y,24h,at_least_one_hour
91,88533,One event that made me happy in the past 3 months was when I got an interview for my dream job.,career,no,yes,33,USA,f,single,n,3m,all_day_im_still_feeling_it
92,97515,Finishing my last day of pharmacy school rotation!,education|career,yes,no,25,USA,f,single,n,3m,all_day_im_still_feeling_it
93,76220,My neighbors got a new dog.,animals,no,yes,30.0,USA,m,single,n,3m,at_least_one_hour
94,63414,I got a large bonus on my check from work that was not expected.,career,yes,no,46,USA,f,married,y,3m,at_least_one_hour
95,47269,I waited on a very sweet elderly couple at work and received a nice tip.,career,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
96,50510,My two year old daughter told me she loves me,family,no,yes,31,USA,m,married,y,24h,all_day_im_still_feeling_it
97,75770,Getting done administering testing in class today,education,yes,yes,30,USA,m,married,y,3m,a_few_minutes
98,100418,I got to spend time with my best friend who is studying abroad.,education,yes,yes,21,USA,f,single,n,3m,half_a_day
99,55555,"I was playing with my daughter yesterday and it made me feel really great, because she has this beautiful view of the world and it relaxes me.",family,yes,yes,27,USA,m,married,y,24h,at_least_one_hour
100,67316,Drove to another state with my friends and climbed two mountains in the same day.,vacation,yes,yes,25,BRA,m,single,n,3m,all_day_im_still_feeling_it
101,90816,I  WON FIRST PRIZE.,entertainment,yes,no,40.0,IND,m,married,y,3m,all_day_im_still_feeling_it
102,100830,My wife and I got to spend a date evening together at the public library looking for books to read together.,romance|entertainment,yes,yes,37.0,USA,m,married,y,3m,all_day_im_still_feeling_it
103,43466,I made a delicious corned beef brisket for dinner.,food,yes,no,29,USA,m,single,n,24h,at_least_one_hour
104,98073,My youngest daughter got accepted into UNC - Wilmington (college).,education,no,yes,55,USA,f,married,y,3m,all_day_im_still_feeling_it
105,82460,My daughter made her first communion,family,no,yes,44,USA,f,married,y,3m,all_day_im_still_feeling_it
106,49529,I was able to talk with a friend who was released from the hospital after receiving treatment for a massive cell growth on his brain.,conversation,yes,yes,60,USA,m,married,y,24h,all_day_im_still_feeling_it
107,85926,i got new jewels for my mom in first earnings,family|career,yes,yes,24,IND,m,married,n,3m,all_day_im_still_feeling_it
108,92329,"My oldest child, who's transgender, finally got her name change made official.",family,no,yes,45.0,USA,m,married,y,3m,all_day_im_still_feeling_it
109,102038,when i share a heart felt moment of joy and laughter with my family and friends.,family,yes,yes,25,IND,f,single,n,3m,half_a_day
110,47682,"I have money left over on my student meal plan that I need to use up, so I bought a bunch of snack from the vending machine",shopping|food,yes,no,23.0,USA,m,single,n,24h,at_least_one_hour
111,96310,Celebrated Mother's day with my mom by having a family lunch.,party|family|food,yes,yes,41,USA,m,married,y,3m,at_least_one_hour
112,92757,I WENT TO SHOPPING,shopping,yes,no,24.0,IND,m,married,y,3m,half_a_day
113,116305,"This morning's weather was overcast, which prevented the temperature from being too hot.",weather,no,no,26.0,USA,m,single,n,24h,half_a_day
114,84276,I finally cleaned out my closet.,family,yes,no,51,USA,f,divorced,y,3m,half_a_day
115,74073,I got into my dream university on a full ride 3 months after being placed on the waitlist.,education,yes,no,18.0,IND,m,single,n,3m,all_day_im_still_feeling_it
116,123668,I purchased some kitchen utensils.,shopping,yes,no,29,IND,f,married,y,24h,a_few_minutes
117,33981,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,y,24h,all_day_im_still_feeling_it
118,94916,"In the past 3 months, I was happy to feel closer to my mom by spending extra time with her.",family,yes,yes,28,USA,f,single,n,3m,half_a_day
119,41389,The weekend made me happy because I had a long work week and was looking forward to relaxing on Sunday.,career,no,no,25.0,USA,f,married,n,24h,half_a_day
120,98556,When I heard ducks flying over our home in the middle of the night knowing that they are looking for a place to migrate too.,animals,no,no,68,USA,m,married,y,3m,at_least_one_hour
121,116751,"I had a hearty breakfast which consisted of an omelette, banana, and cereal.",food,yes,no,24.0,USA,m,single,n,24h,at_least_one_hour
122,75786,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,n,3m,half_a_day
123,113022,I opened a can of Cherry Pepsi and took a nice refreshing drink.,food,yes,no,19,USA,f,single,n,24h,a_few_minutes
124,72054,I found out the girl i had a crush on liked me back.,romance,yes,yes,26,USA,m,single,n,3m,all_day_im_still_feeling_it
125,31479,I felt really happy when I received my laptop in the mail.,shopping,yes,no,23,USA,m,married,y,24h,all_day_im_still_feeling_it
126,57951,I had a really good workout and long relaxing shower afterwards.,exercise,yes,no,21,USA,f,single,n,24h,at_least_one_hour
127,60654,I traced my ancestry back to Europe.,family,yes,no,26,USA,m,married,n,3m,all_day_im_still_feeling_it
128,82391,My parents came to my son's Tball game.,entertainment,no,yes,32.0,USA,f,married,y,3m,at_least_one_hour
129,115234,I was very familiar with playing guitar after several days of training.,weather,yes,no,34,IND,f,married,y,24h,a_few_minutes
130,46326,Getting happy birthday wishes on facebook,party,no,yes,24.0,USA,f,married,y,24h,at_least_one_hour
131,96724,I made a volumetric dosing solution!,education,yes,no,26,USA,m,single,n,3m,half_a_day
132,70484,I WENT TO COLLEGE,education,yes,no,27.0,IND,m,single,n,3m,half_a_day
133,95125,I WENT TO TEMPLE,religion,yes,no,24.0,IND,m,married,y,3m,at_least_one_hour
134,88021,I finally made the decision on which telescope I am going to purchase for my first one so am very excited about that.,shopping,yes,no,30,USA,m,single,n,3m,all_day_im_still_feeling_it
135,127321,MY FRIEND BIRTH DAY,party,no,yes,32,IND,m,married,y,24h,all_day_im_still_feeling_it
136,30340,"After many meetings, phones calls, and emails, I finally got my son accepted to an amazing private school for children with Autism!",education,no,yes,35,USA,f,single,y,24h,all_day_im_still_feeling_it
137,91110,I had a great personal training session this morning and feel accomplished very early in the day!,exercise,yes,no,26,USA,f,single,n,3m,at_least_one_hour
138,66809,I went to go see the Logan Movie with my husband for a date night and it was fun.,romance|entertainment|family,yes,yes,27,USA,f,married,y,3m,half_a_day
139,84627,i got engaged,romance|family,yes,yes,25.0,USA,f,single,n,3m,a_few_minutes
140,105687,"It was a hot, sunny day, and I felt the breeze on my face as I drove my motorcycle down the road.",weather,yes,no,36,USA,m,married,n,3m,a_few_minutes
141,116565,Got a surprise phone call from my dad.,conversation|family,no,yes,33.0,USA,m,single,n,24h,a_few_minutes
142,34800,I got to job shadow a company and received free things,career,yes,no,23,USA,f,single,n,24h,half_a_day
143,34046,"I had applied for a scholarship for one of my online course and didnt receive any message from the university reg that.But today morning when the postman handed over the cover, it was from the university that I had been granted a scholarship making me very happy !",education,yes,no,41.0,IND,f,married,y,24h,all_day_im_still_feeling_it
144,84919,My son got all A's on his report card.,family|education,no,yes,30,USA,m,married,y,3m,at_least_one_hour
145,117168,I ran 2.53 miles today which is farther than my previous run on Monday.,exercise,yes,no,35.0,USA,f,married,y,24h,a_few_minutes
146,96440,"Scallops were on sale at Fresh Thyme today, and I almost never buy them due to the cost.",shopping,yes,no,39,USA,f,married,y,3m,a_few_minutes
147,69436,Went on a small day trip to a few places I wanted to visit in my state.,vacation,yes,no,21,USA,m,single,n,3m,all_day_im_still_feeling_it
148,47637,Ate home made pizza.,food,yes,no,34,USA,m,divorced,y,24h,at_least_one_hour
149,40187,"My brother saw that my yard needed to be mowed, and he came and mowed it all without me asking.",family,no,yes,32.0,USA,f,single,n,24h,all_day_im_still_feeling_it
150,107641,Had an excellent home cooked meal,food,yes,no,40,USA,m,married,y,3m,at_least_one_hour
151,49392,i went to a movie yesterday and i felt very happy to see that because the movie which i saw that was amazing concept and i felt very happy to see that.,entertainment,yes,no,30,IND,m,single,n,24h,half_a_day
152,127334,MY FRIEND MARRIAGE PARTY,party,no,yes,23,IND,m,single,n,24h,at_least_one_hour
153,58585,I came home from work travel.,career,yes,no,26,USA,m,single,n,3m,at_least_one_hour
154,67699,"I finished reading the beautiful new book, Book of Mutter, by one of my favorite new writers Kate Zambreno.",entertainment,yes,no,42.0,USA,m,married,n,3m,half_a_day
155,38130,The day became so hot that it felt like summer and I could finally put a dress on.,weather,yes,no,20,LTU,f,single,n,24h,all_day_im_still_feeling_it
156,69328,"I made the decision to spend at least a year travelling in Europe, as son as I can afford it.",vacation,yes,no,31,USA,f,single,n,3m,all_day_im_still_feeling_it
157,88830,Finally getting all the mother day gifts out the way and not waiting at the last minute.,family,yes,no,34,USA,f,single,y,3m,a_few_minutes
158,109117,When I got promoted at work.,career,no,no,24,USA,m,single,n,3m,all_day_im_still_feeling_it
159,40028,"The season premiere of Rick and Morty was amazing, and I had waited so long for it!",entertainment,no,no,22,USA,f,single,n,24h,at_least_one_hour
160,109777,"It was a nice day outside, so I got to walk to work.",weather|exercise|career,yes,no,26.0,USA,f,single,n,24h,at_least_one_hour
161,35403,I had a good phone conversation with my parents,family|conversation,yes,yes,29,USA,m,single,n,24h,a_few_minutes
162,55107,I was able to go out to eat with my family.,food|family,yes,yes,25.0,USA,m,single,n,24h,half_a_day
163,98155,I WENT TO TEMPLE,religion,yes,no,28.0,IND,m,married,y,3m,a_few_minutes
164,98672,Mom brought home a nice meal from a fancy burger place that I haven't been to in a long time.,food|family,no,yes,21,USA,m,single,n,3m,half_a_day
165,54369,I SPENT A FULL DAY WITH MY WOODBEE,family,yes,yes,26.0,IND,m,single,n,24h,all_day_im_still_feeling_it
166,90501,i got some much needed notes on a project I am working on.,technology|career,yes,no,25.0,USA,m,single,n,3m,all_day_im_still_feeling_it
167,88314,"After I saw my favorite band from Germany in concert, I was able to actually meet them and take a photo with them.",career,yes,yes,37,USA,f,married,y,3m,all_day_im_still_feeling_it
168,84050,One of my coworkers surprised me with donuts after I had had a difficult Monday.,conversation,yes,yes,25.0,USA,m,single,n,3m,at_least_one_hour
169,103588,Being discharged from the military caused a certain amount of happiness and relief.,career,no,no,31,USA,m,single,n,3m,half_a_day
170,58590,I was so happy when I found that there was fresh pressed juice in the deli section of the grocery store!,food|shopping,yes,no,32,USA,f,single,n,3m,all_day_im_still_feeling_it
171,120858,Before bed read a Donald Duck comic book that turned out to be a great story.,entertainment,yes,no,49.0,USA,m,married,y,24h,a_few_minutes
172,87083,I played some tennis with my family.,family,yes,yes,44,USA,f,divorced,y,3m,at_least_one_hour
173,100483,I got off work,career,no,no,27,USA,f,single,n,3m,all_day_im_still_feeling_it
174,96549,Watching the sunset from my backyard,entertainment,yes,no,34,USA,m,married,y,3m,a_few_minutes
175,86757,"My uncle congratulated me for fixing his car, he usually just gruffs but yesterday he was actually a very decent person.",family,no,yes,,USA,m,,,3m,a_few_minutes
176,107168,I was amazingly happy when two of my children graduated this weekend.,family|education,no,yes,53,USA,f,married,y,3m,all_day_im_still_feeling_it
177,66984,"I took my dog to this beach front park near me, as it was the first time we went because I'd just moved and it was so fun and gorgeous out.",animals|vacation,yes,yes,23,USA,f,single,n,3m,at_least_one_hour
178,95913,I have been hitting my daily quota goals for the last week.,career,yes,no,29,PHL,m,single,n,3m,all_day_im_still_feeling_it
179,121521,YESTERDAY MY FATHER'S BIRTHDAY CELEBRATION I REALLY ENJOYED,party|family,yes,yes,25,IND,m,single,n,24h,all_day_im_still_feeling_it
180,71490,I had a great run outside on a sunny day.,weather|exercise,yes,no,43.0,USA,f,married,y,3m,half_a_day
181,82698,A student of mine told me a story about how classes have positively impacted their life.,conversation|education,no,yes,29.0,USA,f,single,n,3m,all_day_im_still_feeling_it
182,71986,Was able to go to see my local professional baseball team play this past weekend which was a great time,entertainment,yes,yes,30,USA,m,single,n,3m,half_a_day
183,29297,As I was walking to retrieve the mail I saw a neighbor walking their adorable dog.,animals|exercise,yes,yes,22.0,USA,m,single,n,24h,a_few_moment
184,31051,I visited my parents and spent time with them.,family|vacation,yes,yes,23,IND,m,single,n,24h,half_a_day
185,48280,Drove for over 10 miles for fun.,exercise|entertainment,yes,no,25,USA,m,single,n,24h,at_least_one_hour
186,51350,I got to eat a birthday cake pop from Starbucks which was really tasty.,food,yes,no,26,USA,m,single,n,24h,a_few_minutes
187,71155,I got a new set of high quality headphones for my computer.,technology,yes,no,66.0,USA,m,married,y,3m,all_day_im_still_feeling_it
188,100702,Winning a online bet on a sports betting site.,entertainment|shopping,yes,no,34,TTO,m,single,y,3m,all_day_im_still_feeling_it
189,102043,I got to sit outside and read in the sun and warm weather.,weather,yes,no,31.0,USA,f,married,n,3m,half_a_day
190,38965,My spouse made me a great dinner,food|family,no,yes,29.0,VEN,m,married,y,24h,half_a_day
191,73525,I saw a movie for the first time that just made me change the way I thought of things,entertainment,yes,no,31,USA,m,single,n,3m,all_day_im_still_feeling_it
192,93980,An event that made me happy in the last three months was getting a new manager at work because my new manager presents more challenges which makes my job more fulfilling.,career,no,yes,30.0,USA,f,married,y,3m,all_day_im_still_feeling_it
193,100503,I made home made ramen from scratch this past weekend.,food,yes,no,31.0,USA,f,single,n,3m,all_day_im_still_feeling_it
194,127566,"My dad presented me a new lap top surprisingly on my birthday i was so excited i can't forget that day in my life, that was my first surprise given by my dad.",party|family,no,yes,27.0,IND,f,single,n,24h,at_least_one_hour
195,119245,Last night I dressed my chinchilla in a hat and it made me laugh at how cute she looked.,family,yes,no,29,USA,f,married,n,24h,all_day_im_still_feeling_it
196,113126,I beat a video game that I have been working on.,entertainment,yes,no,42.0,USA,m,single,n,24h,half_a_day
197,33345,I was happy to receive the cigars I ordered a day earlier than expected.,shopping,no,no,34,USA,m,married,y,24h,a_few_moment
198,78757,I was granted an admission in a university.,education,no,no,21.0,USA,m,single,n,3m,all_day_im_still_feeling_it
199,83541,I bought a cute pair of boots.,shopping,yes,no,39.0,USA,m,married,y,3m,a_few_minutes
200,50935,I got a small bonus for some work I did.,career,no,no,36,USA,f,married,y,24h,at_least_one_hour
201,47002,I was able to walk 1.37 miles with little to no fatigue.,exercise,yes,yes,39,USA,m,married,n,24h,all_day_im_still_feeling_it
202,54417,She asked me if she could trust me with her heart.,romance,no,yes,32,IND,m,single,n,24h,all_day_im_still_feeling_it
203,59007,An event that made me happy was when my boyfriend told me his family members asked about me at an event I could not attend.,conversation,no,yes,21,USA,f,single,n,3m,all_day_im_still_feeling_it
204,89278,I lost five pounds of body fat.,exercise,yes,no,28,USA,f,single,n,3m,all_day_im_still_feeling_it
205,81652,My boss came to me and hav me a promotion with a $1 raise!,career,no,yes,,USA,m,single,n,3m,all_day_im_still_feeling_it
206,81021,I have reason to believe I've gotten hired on to a work project that will bring in a bit of extra money.,career,no,no,27,USA,f,single,y,3m,all_day_im_still_feeling_it
207,54426,Presented today in front of the class and was not nervous!,education,yes,yes,20,USA,m,single,n,24h,a_few_minutes
208,31061,My dogs made me happy,animals,yes,no,39,USA,f,married,n,24h,all_day_im_still_feeling_it
209,69307,"My mother in law got a cash offer on a piece of property that she was selling, which will help make her life a little easier now.",family,no,yes,29.0,USA,m,married,y,3m,a_few_minutes
210,81232,I happy I will be expecting my boss back in office today to kick start some of the pending duties.,career,yes,yes,35,NGA,m,single,n,3m,all_day_im_still_feeling_it
211,123773,"The weather was super nice earlier today, nice and sunny instead of cold and cloudy/rainy",weather,no,no,21,USA,f,single,n,24h,at_least_one_hour
212,106202,I completed a short fiction story I have been writing for the past few weeks.,career,yes,no,26,USA,f,married,n,3m,all_day_im_still_feeling_it
213,93551,"A recent event that has made me happy within the past 3 months was celebrating my mother's birthday, my siblings and I always go all out and make it a memorable day.",party,yes,yes,24.0,USA,f,married,n,3m,half_a_day
214,42249,I was able to eat fast food for the first time this week.,food,yes,no,23,USA,m,single,n,24h,at_least_one_hour
215,83920,a family function all relatives to gether and make event happy,family,yes,yes,20,IND,m,single,y,3m,all_day_im_still_feeling_it
216,115682,When I tried cooking something new for dinner yesterday and my family enjoyed it.,food|family,yes,yes,28,USA,f,married,y,24h,at_least_one_hour
217,95883,Went on a date with someone new.,romance,no,yes,44,USA,m,single,y,3m,half_a_day
218,121047,I was happy when I had my coffee in the morning.,food,yes,no,25,USA,m,married,y,24h,at_least_one_hour
219,56617,I visited the downtown old part of the city and walked around the nice vintage historical building and went to the river to relax a little.,exercise,yes,no,33.0,USA,m,single,n,24h,half_a_day
220,73058,i buy a new home,shopping,yes,no,30,IND,m,married,y,3m,all_day_im_still_feeling_it
221,35043,A long pray for my wished to Allah in mosque makes my  wish fulfilled,religion,no,no,25.0,IND,m,married,y,24h,all_day_im_still_feeling_it
222,39268,"I pet my dog a bit n she spazzed out, wiggling and shaking her stumpy tail.",animals,yes,no,27.0,USA,m,single,n,24h,a_few_minutes
223,114393,today watched cinema,entertainment,yes,no,34.0,IND,f,single,n,24h,at_least_one_hour
224,93312,When I bought tickets and planned a trip to PAX Prime.,shopping,yes,no,27.0,USA,f,single,n,3m,all_day_im_still_feeling_it
225,56871,The Rockies won their home opener!,entertainment,no,yes,50,USA,f,married,y,24h,half_a_day
226,97369,When I received a big check in the mail.,family,no,no,29,USA,m,married,n,3m,all_day_im_still_feeling_it
227,57524,I was able to watch a new episode of my favorite show,entertainment,yes,no,23,PHL,m,single,n,24h,half_a_day
228,118964,I was able to sell my car for a decent amount.,shopping,yes,no,30,USA,f,married,y,24h,all_day_im_still_feeling_it
229,45720,My daughter sent me an I love you text.,family,no,yes,52.0,USA,f,married,y,24h,at_least_one_hour
230,55767,I woke up to fantastic good morning sex.,romance,no,yes,23,USA,m,single,n,24h,all_day_im_still_feeling_it
