,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
24,71992,I visited with some family.,family,yes,yes,32,USA,m,single,n,3m,all_day_im_still_feeling_it
25,73529,I bought myself a FitBit Blaze as a Single Galentine's Day gift.,shopping,yes,no,32.0,USA,f,single,n,3m,all_day_im_still_feeling_it
26,127907,I WENT TO SHOPPING,shopping,yes,no,28,IND,f,married,n,24h,at_least_one_hour
27,119606,"My girlfriend wrote me that tomorrow night we are going to the sea, and I'm really excited about that.",romance|conversation,no,yes,19,ITA,m,single,n,24h,all_day_im_still_feeling_it
28,97635,My favorite NBA team is doing well in the playoffs.,entertainment,no,no,24,USA,f,single,n,3m,half_a_day
29,54964,My neighbor brought over some fresh bread she had baked too much of and it was nice to know someone thinks about us.,food,no,yes,36,USA,f,married,y,24h,a_few_minutes
30,74506,I visited Miami for my Spring Break and got to see old friends,vacation,yes,yes,24,USA,m,single,n,3m,all_day_im_still_feeling_it
31,37045,I talked to an old friend of mine over the phone.,conversation|technology,yes,yes,37,USA,m,single,n,24h,at_least_one_hour
32,96467,I built Legos and blocks with my toddler.,family,yes,yes,30,USA,f,married,y,3m,a_few_minutes
33,51803,We got an extra paycheck that was not expected this month.,career,no,no,39.0,USA,m,married,y,24h,a_few_minutes
34,124738,I picked up my daughter from her mother's house and she ignored her mom in preference of giving me a hug.,family,no,yes,27.0,USA,m,single,y,24h,at_least_one_hour
35,35082,I was able to purchase dinner for a friend of mine who wasn't able to buy their own dinner.,food,yes,yes,21,USA,o,single,n,24h,at_least_one_hour
36,115812,today watched cinema,entertainment,yes,no,34.0,IND,f,single,n,24h,half_a_day
37,35952,Talking to my cousin I never get to see.,family|conversation,yes,yes,19,USA,m,single,n,24h,at_least_one_hour
38,126430,Bought myself a new bike tire and tail light to ride at night,shopping,yes,no,28.0,USA,m,single,n,24h,at_least_one_hour
39,92168,My child came home from college!,education|family,no,yes,44,USA,f,married,y,3m,all_day_im_still_feeling_it
40,54163,I fully completed a workout routine that I had been struggling to fully complete in the past.,exercise,yes,no,24.0,USA,m,single,n,24h,all_day_im_still_feeling_it
41,128017,One event that made me feel happy is when I bought ice cream today I felt excited,shopping,yes,no,24,USA,f,married,,24h,a_few_minutes
42,113102,I was able to get to go to the store in a timely matter.,food,yes,no,26,USA,m,single,n,24h,at_least_one_hour
43,109204,I repaired my torn up wallet using yellow and blue duct tape matching the colors of one of my favorite NBA teams whose logo is on the wallet.,entertainment,yes,no,29,USA,m,single,n,3m,a_few_minutes
44,78463,I thought of a creative idea for mother's day this morning and can't wait to implement it to make my mother happy.,family,yes,yes,30,USA,m,single,n,3m,all_day_im_still_feeling_it
45,70018,My fiance and I finished planning our wedding early.,party,yes,yes,29.0,USA,m,single,n,3m,all_day_im_still_feeling_it
46,89296,The tavern near my house added a veggie burger to their menu.,food,no,yes,26.0,USA,m,single,n,3m,a_few_minutes
47,124108,I was happy when my girlfriend was actually still awake when I got home from work.,education|romance,no,yes,30,USA,m,single,n,24h,at_least_one_hour
48,92324,I watched a movie with the family and had fun.,entertainment|family,yes,yes,26.0,USA,f,single,n,3m,half_a_day
49,48018,"When I got home, my dog was chirping at the door for me to come in--this way, I know she missed me during the day and is excited that her daddy is finally home!",animals|family,no,no,30.0,USA,m,married,n,24h,half_a_day
50,38423,"We are working on training our dog, and I was happy when she successfully reacted in the appropriate way.",animals,yes,yes,27,USA,f,single,n,24h,at_least_one_hour
51,31594,Being able to attend the wedding of my best friend.,party,yes,yes,51,USA,f,single,n,24h,half_a_day
52,76306,I found out I'm getting to go on a work trip to Miami which will be a fun change of pace.,vacation|career,yes,no,37.0,USA,m,married,y,3m,at_least_one_hour
53,109876,My son and I played ball outside and enjoyed the nice weather and bonding time.,weather|family,yes,yes,34,USA,m,married,y,24h,at_least_one_hour
54,116252,I ate some chocolate pie for dessert.,food,yes,no,31.0,USA,m,single,n,24h,at_least_one_hour
55,84276,I finally cleaned out my closet.,family,yes,no,51,USA,f,divorced,y,3m,half_a_day
56,113592,Beating Zelda: Breath of the Wild made me happy.,entertainment,yes,no,26.0,USA,m,single,n,24h,at_least_one_hour
57,81534,My cat woke me up this morning by lying on my chest and meowing in my face until I gave him attention.,animals,no,no,36,USA,m,married,n,3m,a_few_minutes
58,101794,My daughter received the highest character award that her school offers.,education|family,no,yes,28,USA,f,married,y,3m,all_day_im_still_feeling_it
59,97074,My mother give me birthday gift as Golden chain its happiest moment for me.,family,no,yes,27,USA,m,married,y,3m,all_day_im_still_feeling_it
60,120899,I got a bonus on my other work!,career,yes,no,28,USA,m,married,y,24h,a_few_minutes
61,59758,My advisor was impressed by the quality of work I provided.,career,no,yes,24,USA,m,married,n,3m,half_a_day
62,96182,I finished a really good show.,entertainment,yes,no,31.0,USA,f,single,n,3m,all_day_im_still_feeling_it
63,54352,My dog licked my face.,animals,yes,yes,32.0,USA,f,single,n,24h,a_few_minutes
64,46467,"I removed overgrown tree limbs from a large tree in my backyard, while my daughter and her friend played outside.",family,yes,yes,35.0,USA,f,married,y,24h,all_day_im_still_feeling_it
65,76129,I played basketball with my brother.,entertainment|family,yes,yes,30,USA,f,single,y,3m,a_few_minutes
66,83115,MY LOVER BIRTHDAY,party,no,yes,20.0,IND,f,married,n,3m,all_day_im_still_feeling_it
67,98051,I was very happy yesterday when the party organized for promotion of my mother,party,yes,no,29.0,IND,m,married,y,3m,at_least_one_hour
68,42631,I went out to dinner,food,yes,no,60,USA,f,divorced,y,24h,at_least_one_hour
69,125450,I received a video message from one of my best friends yesterday.,conversation,yes,yes,33.0,USA,m,single,n,24h,a_few_minutes
70,114465,I had some of my favorite rose.,food,yes,no,25,USA,f,single,n,24h,a_few_minutes
71,82988,I WENT TO TEMPLE,religion,yes,no,24.0,IND,m,married,y,3m,at_least_one_hour
72,104537,My son and his wife had my wife and me for dinner and the entree was great and we got the recipe.,family|food,no,yes,70,USA,m,married,y,3m,all_day_im_still_feeling_it
73,122841,I went to Natural Foods Store and got some Natural Vitamins and supplements for my mom and some nice teas that help with anxiety and stress.,food,yes,yes,33.0,USA,m,single,n,24h,half_a_day
74,42494,I made it to church on time this morning even though I was running 10 minutes behind when I left the house.,exercise,yes,no,44.0,USA,f,divorced,y,24h,all_day_im_still_feeling_it
75,74259,When it was a snow day and I didn't have to go to class,weather|education,no,no,26,USA,m,married,n,3m,half_a_day
76,119253,My friend bought me lunch,food,no,yes,27,USA,f,single,n,24h,at_least_one_hour
77,77174,I felt happy when i got a job after being unemployed for so long.,career,yes,no,25.0,USA,m,married,n,3m,all_day_im_still_feeling_it
78,46465,I felt happy this morning when I woke up and heard my son playing with his stuffed animals in his room.,family|animals,no,yes,33,USA,f,married,y,24h,a_few_minutes
79,37898,I started playing Bob Marley's 'Three Little Birds' on the ukulele and both my kids started singing with me.,family,yes,yes,37.0,USA,f,single,y,24h,half_a_day
80,60499,When I learned that my PhD proposal was accepted.,education,yes,no,24,USA,m,single,n,3m,all_day_im_still_feeling_it
81,36745,I watched a good movie with one of my favorite actors.,entertainment,yes,yes,37,USA,m,single,n,24h,half_a_day
82,56810,"At a leadership training event the facilitator told a very funny joke about ""basic moms of suburbia.""",conversation,no,yes,21,USA,m,single,n,24h,a_few_minutes
83,63002,I accepted a new job at a natural grocery store,career,yes,yes,25.0,USA,f,single,n,3m,all_day_im_still_feeling_it
84,54497,"MY SISTER  BOUGHT A ANDROID CELL PHONE  WHEN SHE SHOWED ME THAT PHONE, I WAS SURPRISED.",technology|shopping,no,yes,22.0,IND,f,single,n,24h,a_few_minutes
85,34642,"When I am getting ready to go to my office, My parents send off with cute smile and say ""Have a nice day and Take care""",career|family,no,yes,22,IND,f,single,n,24h,all_day_im_still_feeling_it
86,30984,When I finally earned $10 on Mturk.,career,yes,no,34,USA,f,married,y,24h,all_day_im_still_feeling_it
87,112789,I got to see and take care of a lot of patients today,career,yes,yes,25,USA,m,married,n,24h,all_day_im_still_feeling_it
88,70378,My daughter said daddy for the first time a month ago.,family,no,yes,29,USA,m,married,y,3m,all_day_im_still_feeling_it
89,42228,i've eaten a pizza last night,food,yes,no,26,BRA,m,married,y,24h,at_least_one_hour
90,74944,"I had a wonderful, long conversation with an old coworker whom I hadn't seen in nearly two years.",career|conversation,yes,yes,36,USA,f,single,n,3m,at_least_one_hour
91,105317,I am happy to be having my yard sale next week,shopping,yes,no,38.0,USA,f,married,y,3m,all_day_im_still_feeling_it
92,104299,I celebrated my granddaughter's birthday.,family,yes,yes,58.0,USA,f,divorced,y,3m,half_a_day
93,71187,I was able to put new wheels on my car.,technology,yes,no,31,USA,m,married,n,3m,all_day_im_still_feeling_it
94,59302,"The time I went out to dinner with friends for a friends' birthday, and then we went back to their house just to hang out, talk, and play games.",food|party|conversation,yes,yes,32,USA,f,single,n,3m,half_a_day
95,59888,"My Lover told ""I Love You"", that event s",romance|family,no,yes,,,,,,3m,
96,60863,My mother paid off the entirety of my wedding ring repair bill.,family|shopping,no,yes,23,USA,f,married,n,3m,all_day_im_still_feeling_it
97,125345,I was complimented by my boss on how well I do my job.,career,no,yes,62,USA,f,married,n,24h,half_a_day
98,108028,I was able to boot and play breath of the wild on Cemu!,entertainment,yes,no,26.0,USA,m,single,y,3m,all_day_im_still_feeling_it
99,59405,I was very happy when I received a promotion and raise at work even though it involved extra work.,career,yes,no,53,USA,f,married,y,3m,all_day_im_still_feeling_it
100,107224,I was able to speak on the phone with a friend I hadn't talked to in 8 years.,conversation|technology,yes,yes,35,USA,f,married,y,3m,half_a_day
101,35176,I had hotcakes for breakfast this morning made my happy today.,food,yes,no,36,USA,m,single,n,24h,a_few_minutes
102,106440,I tried out a new meatball recipe and it turned out really good.,food,yes,no,30.0,USA,m,single,n,3m,at_least_one_hour
103,82510,Driving to a new town,shopping,yes,no,26,USA,f,single,n,3m,all_day_im_still_feeling_it
104,60576,"When I went to Disney World with my family, it made me very happy.",family,yes,yes,23,USA,f,married,y,3m,all_day_im_still_feeling_it
105,80661,Helping my mother start an eBay store made me happy.,family,yes,yes,26.0,USA,m,single,n,3m,half_a_day
106,118824,"Having friends over at my home for a knitting night; we talked and laughed a ton, had yummy treats, and stayed up really late!",conversation|food,yes,yes,34,USA,f,married,y,24h,at_least_one_hour
107,89529,Going golfing with my dad and brother made me happy.,family,yes,yes,26.0,USA,m,single,n,3m,half_a_day
108,34385,"I spoke to a few of my friends about a trip that we have upcoming this weekend, and our plans.",conversation|entertainment|vacation,yes,yes,26,USA,m,single,n,24h,half_a_day
109,42297,I talked to my father for the first time in weeks since he has been overseas.,conversation,yes,yes,31,USA,m,married,y,24h,at_least_one_hour
110,42427,I looked in my fridge and saw that I still had one slice of cake left.,food,yes,no,25.0,USA,m,single,n,24h,at_least_one_hour
111,94666,An event that made me happy was when I got my new badge for my new workplace.,career,yes,no,23.0,USA,f,single,n,3m,all_day_im_still_feeling_it
112,72296,Seeing my family on Easter.,family,yes,yes,37.0,USA,m,single,n,3m,all_day_im_still_feeling_it
113,105018,"Meeting my idol, Mary Beard, and being able to talk to her afterwards, and get her advice!",conversation,no,yes,22,GBR,f,single,n,3m,all_day_im_still_feeling_it
114,30972,My result came and I scored distinction,education,yes,no,23,IND,m,single,n,24h,all_day_im_still_feeling_it
115,79835,My cousins from Germany came to visit me this spring.,family,no,yes,25,USA,f,single,n,3m,half_a_day
116,75247,I had dinner with my best friend.,food,yes,yes,44,USA,f,single,n,3m,a_few_minutes
117,59442,My daughter has started to walk.,family,no,yes,41.0,USA,m,married,y,3m,all_day_im_still_feeling_it
118,70684,My husband take me to a nice and romantic dinner and he sing my favorite song.,romance,yes,yes,30,IND,m,married,n,3m,all_day_im_still_feeling_it
119,126979,My husband and I spend the evening together and it was very soothing to talk with him caressing my hair.,family|romance|conversation,yes,yes,47.0,USA,f,married,n,24h,at_least_one_hour
120,54758,Enjoying my Coffiest drink.,food,yes,no,33.0,USA,m,single,n,24h,a_few_minutes
121,52118,The day with my wife,romance|family,yes,yes,31,IND,m,married,y,24h,all_day_im_still_feeling_it
122,94823,"We went out and ate pad see eww, thai food.",food,yes,yes,25.0,USA,m,single,n,3m,at_least_one_hour
123,123025,"The weather was a nice 80 degrees today, down from 98 degrees yesterday.",weather,no,no,30,USA,o,married,y,24h,half_a_day
124,63654,"When I went hiking a month ago on my own, I was happy because it was beautiful outside and I got to enjoy nature and relax while also feeling health and good about my body.",weather|exercise,yes,no,19,USA,f,single,n,3m,half_a_day
125,128398,latest moment was when we go out for dinner and spend some time in shopping and other leisure activities with all family members we enjoyed our company a lot and because those moments occurs after such a long time I fee very happy with this.,family,yes,yes,38,IND,m,married,y,24h,half_a_day
126,40301,My daughter looking and me and smiling left me happy.,family,no,yes,32.0,USA,m,married,y,24h,all_day_im_still_feeling_it
127,65772,"My best friend got time off of work, and is flying out to come stay with me for a weekend to be my date to a wedding I was stressing out about attending alone.",romance|career,yes,yes,24,USA,f,single,n,3m,all_day_im_still_feeling_it
128,73674,The day I married my spouse,romance|family,yes,yes,25.0,IND,m,single,n,3m,a_few_minutes
129,112277,I baked a pizza for myself last night and it was delicious.,food,yes,no,31,USA,m,single,n,24h,at_least_one_hour
130,68378,Two days ago I was offered a job that I had really hoped that I would get.,career,yes,no,29,USA,m,married,y,3m,all_day_im_still_feeling_it
131,127796,"I went to shopping, and went to restaurant with my parents for dinner, it was quite pleasant evening finished my day.",food|shopping,yes,yes,29.0,IND,m,single,y,24h,half_a_day
132,113498,"My wife and I did couponing, which is fun because it saves money.",family|shopping,yes,yes,26,USA,m,married,n,24h,a_few_minutes
133,36654,My neighbor came over to share good news about their family.,family|conversation,no,yes,57,USA,f,divorced,y,24h,at_least_one_hour
134,39913,I cooked a recipe I saved on the Internet for dinner.,food,yes,no,21.0,USA,o,single,n,24h,at_least_one_hour
135,61991,My girlfriend bought her plane ticket to come visit me and she told me by surprising me with a phone call.,conversation,no,yes,22.0,USA,m,single,n,3m,all_day_im_still_feeling_it
136,112377,I ate ice cream,food,yes,no,39,USA,m,single,n,24h,at_least_one_hour
137,53854,"I went to a store with two of my boys; the store has swords and medieval stuff; the service is terrible, but my boys and I had a fun time, and we stopped at Dairy Queen afterward!",food|shopping,yes,yes,42,USA,m,married,y,24h,half_a_day
138,65474,I went to see a new movie I wanted to see and really enjoyed it.,entertainment,yes,no,44,USA,m,single,n,3m,at_least_one_hour
139,71362,I completed a work project that I had been stalling on for months.,career,yes,no,37,USA,f,single,n,3m,all_day_im_still_feeling_it
140,123671,"A friend of mine whom i had a crush from a very long time, offered me for a movie.",entertainment|conversation,yes,yes,27,USA,m,single,y,24h,half_a_day
141,111711,Being able to partake in an office raffle.,career,yes,yes,30,USA,m,single,n,24h,half_a_day
142,39483,I signed back up for the WWE Network streaming service and watched a live event with the service.,entertainment,yes,no,24.0,USA,m,single,n,24h,at_least_one_hour
143,104991,"I did the FitBit Goal Day Challenge yesterday, hit my goal of 10,000 steps and won a trophy and a badge.",exercise,yes,no,30,USA,f,married,y,3m,all_day_im_still_feeling_it
144,127474,I WENT TO COLLEGE.,education,yes,no,27,IND,m,married,n,24h,half_a_day
145,45687,"The fact that I know if I do not receive the promotion I applied for at work, I still have a very good job.",career,no,no,34.0,USA,m,married,y,24h,a_few_minutes
146,52762,"There are numerous happy events in my life that I can recall and among those, I would like to talk about the day that I was blessed with a little sister.",family|conversation,yes,yes,32.0,IND,m,married,n,24h,at_least_one_hour
147,99061,Eating a dessert that my mom made.,food,yes,yes,23,USA,f,single,n,3m,a_few_minutes
148,56683,"I visited my dad, who is in the hospital, and he is starting to feel better.",family,yes,yes,22.0,USA,f,single,n,24h,all_day_im_still_feeling_it
149,39334,"Yesterday I received a small bonus from my place of employement and although it was not a significant amount, I still felt happy about it.",career,no,no,39.0,USA,m,married,y,24h,half_a_day
150,78269,I was granted a job interview.,career,no,no,26.0,USA,f,married,y,3m,half_a_day
151,43560,I got new glasses recently and they make my face look half decent.,shopping,yes,no,30,USA,f,single,n,24h,all_day_im_still_feeling_it
152,88741,I purchased a new bicycle and rode several miles for the first time in almost a decade.,shopping,yes,no,33,USA,m,married,y,3m,all_day_im_still_feeling_it
153,89739,My husband and I finally finished restoring the old deck at our new house.,family,yes,yes,31,USA,m,married,n,3m,all_day_im_still_feeling_it
154,75666,I WENT TO TEMPLE,religion,yes,no,27.0,IND,m,single,n,3m,at_least_one_hour
155,109802,My mother had surgery just the other day and I was so very happy everything went well and she pulled through alright.,family,yes,yes,35,USA,m,married,n,24h,all_day_im_still_feeling_it
156,121280,I WENT TO SHOPPING,shopping,yes,no,24.0,IND,m,married,y,24h,at_least_one_hour
157,79917,I WENT TO TEMPLE,religion,yes,no,27,IND,f,single,n,3m,at_least_one_hour
158,39389,What made me happy was telling my coworkers an April Fool's joke.,career,yes,yes,24,USA,f,single,n,24h,at_least_one_hour
159,39938,An event that made me happy in the past 24 hours was being able to cook a nice meal for people to enjoy.,food,yes,yes,25,USA,m,single,n,24h,half_a_day
160,84816,Finding out I was pregnant made me happy.,family,yes,yes,23,USA,f,divorced,y,3m,all_day_im_still_feeling_it
161,78862,The time my sister asked me to give her away at her wedding.,family,no,yes,39.0,USA,m,married,y,3m,all_day_im_still_feeling_it
162,51403,We went to a temple nearby my house and had a good time with my family.,religion,yes,yes,31,IND,m,married,y,24h,at_least_one_hour
163,63574,The day of my brother marriage we met with many relatives after long time and we have a great get together and bring smile in Every face.So basically all cousin are met and have a great fun.,family|party,no,yes,25,USA,m,married,n,3m,half_a_day
164,38278,I spoke to my mom on the phone and she's feeling better.,conversation|family,yes,yes,63.0,USA,f,divorced,y,24h,all_day_im_still_feeling_it
165,81716,I went to a trip with my friends.,vacation,yes,yes,28,IND,m,single,n,3m,all_day_im_still_feeling_it
166,31841,I got a call from my best friend who was very angry with me for months.,conversation,no,yes,38,IND,m,married,y,24h,half_a_day
167,31326,Waking up this morning and seeing my son smile made me happy.,family,no,yes,37,USA,f,married,y,24h,all_day_im_still_feeling_it
168,41140,My husband got a gift for me and that was a happy moment for me,romance|family,no,yes,62.0,IND,f,married,y,24h,all_day_im_still_feeling_it
169,124263,Discovered a great new band.,entertainment,yes,yes,28,USA,m,single,n,24h,at_least_one_hour
170,122713,I drank some excellent quality Shui Shan Chinese Wulong tea during my tea break.,vacation,yes,no,32,USA,m,married,n,24h,half_a_day
171,35663,"I wanted to get lunch, but I didn't feel like going anywhere, but I remembered I had some pizza in the fridge.",food,yes,no,33,USA,m,single,y,24h,a_few_minutes
172,89417,I was able to get a new iPhone.,shopping,yes,no,49.0,USA,f,married,y,3m,all_day_im_still_feeling_it
173,61694,Watching my children collect Easter eggs brought a smile to my face.,family|entertainment,yes,yes,34,USA,f,married,y,3m,half_a_day
174,67151,"I got an ""A"" on my Italian exam last month!",education,yes,no,55,USA,f,married,y,3m,all_day_im_still_feeling_it
175,95572,My grandpa bought me some hash browns from McDonald's without me asking for them.,shopping,no,yes,36.0,USA,f,married,y,3m,a_few_minutes
176,60483,I was approved for a loan with a decent interest rate that allowed me to purchase a new car.,shopping,no,no,24,USA,m,single,n,3m,half_a_day
177,106146,My mom surprised me with a gift of some new pans and cookware from Amazon.,family,no,yes,28,USA,f,married,n,3m,at_least_one_hour
178,43323,"While getting my morning coffee at a local coffee shop, I had a nice conversation with a woman I met in line.",conversation,yes,yes,33,USA,m,single,n,24h,at_least_one_hour
179,55863,"i found a really nice airbnb for a vacation and the owner called and said he was offering discounts, after i had already booked it",vacation,yes,yes,30,USA,m,single,n,24h,at_least_one_hour
180,57605,I realized the sun had come out after a bad bit of rain we had.,weather,yes,no,42,USA,m,married,n,24h,a_few_minutes
181,126287,I got a book I ordered in the mail.,shopping,yes,no,30,USA,m,single,n,24h,at_least_one_hour
182,55966,I was elated to have discovered an SEO technique that I was not fully applying on my blog.,technology,yes,no,41,USA,f,married,y,24h,at_least_one_hour
183,105615,I finished a multi-month project at work a couple of weeks ago.,career,yes,no,27,USA,m,single,n,3m,all_day_im_still_feeling_it
184,118348,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,m,married,y,24h,at_least_one_hour
185,35403,I had a good phone conversation with my parents,family|conversation,yes,yes,29,USA,m,single,n,24h,a_few_minutes
186,125855,I won a sports bet in which I bet a significant amount of my disposable income.,entertainment,yes,no,28.0,USA,m,single,n,24h,a_few_minutes
187,118208,I was happy that the Cleveland Cavs won their playoff game.,entertainment,no,no,37.0,USA,m,single,y,24h,all_day_im_still_feeling_it
188,117957,I found a Youtube channel filled with really amazing undiscovered music.,entertainment,yes,yes,21.0,CAN,f,single,n,24h,at_least_one_hour
189,92883,I saw my girlfriend a couple of days ago and we played video games and had a lot of fun.,entertainment,yes,yes,19.0,USA,m,single,n,3m,half_a_day
190,112771,I became pregnant with my first baby,family,yes,yes,27,USA,f,married,n,24h,all_day_im_still_feeling_it
191,39527,I made potstickers for dinner and they were fantastic.,food,yes,no,22,USA,m,single,n,24h,a_few_minutes
192,40915,I faced an issue in my project which I resolved and it was successful.,career|education,yes,no,37,IND,m,married,y,24h,at_least_one_hour
193,50296,I made significant progress in completing a work project.,career,yes,no,31,USA,m,married,y,24h,at_least_one_hour
194,78692,My sister told me that I always find the coolest and best videos for her to watch on YouTube.,entertainment|family,no,yes,32,USA,f,married,n,3m,half_a_day
195,104883,I bought and currently playing The Legend of Zelda Breath of the Wild and enjoying it very much.,entertainment,yes,no,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
196,54160,I had my favorite dinner food last night which was very tasty but bit costlier.,food,yes,no,28.0,IND,m,married,y,24h,at_least_one_hour
197,83868,My cat recovered from an illness and returned to his normal happy self.,animals,no,no,33.0,USA,f,single,n,3m,all_day_im_still_feeling_it
198,104896,I got my weight down to 180 pounds.,exercise,yes,no,35.0,USA,m,single,n,3m,at_least_one_hour
199,46839,Yesterday was my cousin's marriage.,family,no,yes,29,IND,m,married,n,24h,half_a_day
200,32430,My cousin came to visit from out-of-state.,family,no,yes,35,USA,f,married,n,24h,half_a_day
201,113402,My husband kissed me.,romance,no,yes,26,USA,f,married,y,24h,a_few_minutes
202,95546,I had a delicious buffet in Las Vegas.,food,yes,no,26.0,USA,f,single,n,3m,at_least_one_hour
203,85024,I went to a painting event for a friend's birthday and created art.,party,yes,yes,26,USA,f,single,n,3m,half_a_day
204,100559,I made a cute countdown calendar for when we move to cope with stress from moving.,animals,yes,no,23,USA,f,single,n,3m,at_least_one_hour
205,52528,"I love keeping an eye on these studies, and thought I would share the latest batch with you here to see if any of them might resonate with you and make you just a bit happier.I watched Through the Looking Glass last night, and I didnt particularly care for the movie, but I dang near cried at the end, it made me so happy.",entertainment,yes,no,26,IND,f,married,y,24h,at_least_one_hour
206,115189,When I learned that my mom was excited about me moving in with my fiancA(c).,family,yes,yes,45.0,USA,m,divorced,y,24h,all_day_im_still_feeling_it
207,121034,I watched some relaxing videos from my favorite lowkey YouTube uploader.,entertainment,yes,no,24.0,USA,m,single,n,24h,at_least_one_hour
208,66484,I worked hard on a project and I got a good grade on it as well as excellent and positive feedback.,career,yes,no,21,USA,f,single,n,3m,half_a_day
209,99062,"I got my first salary as Rs.3000/- i have spent Rs 3000/- to purchase costumes for my parent's,i felt so happy.That time, its a great money for me and my parents.",family,yes,no,22,IND,f,single,n,3m,at_least_one_hour
210,57440,My boss gave next week off for a job well done.,career,no,yes,40,USA,f,single,n,24h,all_day_im_still_feeling_it
211,89278,I lost five pounds of body fat.,exercise,yes,no,28,USA,f,single,n,3m,all_day_im_still_feeling_it
212,100961,I WANT TO MARRIGE,family,yes,no,27,IND,m,married,n,3m,at_least_one_hour
213,29924,Working on my grandfathers piano made me happy.,family,yes,yes,25,USA,f,married,n,24h,half_a_day
214,63725,I received an at home seasonal part time work position grading papers in the education field that I wanted.,career|education,yes,no,40,USA,f,single,n,3m,all_day_im_still_feeling_it
215,101880,My mother said I have improved a lot in the past year at being a better human.,family,no,yes,21,USA,m,single,n,3m,all_day_im_still_feeling_it
216,112790,Today I got to take an hour long walk on a beautiful trail.,exercise,yes,no,35,USA,f,married,y,24h,all_day_im_still_feeling_it
217,33180,My daughter wore an appropriate outfit that was cute and looked great on her.,family,no,yes,44.0,USA,f,married,y,24h,half_a_day
218,71343,Hearing my mother is cancer free and talking with her through the tears and all the good times we had.,conversation|family,no,yes,26,USA,m,married,n,3m,all_day_im_still_feeling_it
219,93936,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,3m,all_day_im_still_feeling_it
220,57151,I found out what was the mystery smell in the kitchen.,food,yes,no,48,USA,m,single,n,24h,at_least_one_hour
221,96329,Getting my new puppy from the animal shelter.,animals,yes,no,26.0,USA,f,married,y,3m,all_day_im_still_feeling_it
222,113714,My mother called me from work to tell me that she won $20 on a scratch-off lottery ticket.,conversation|family,no,yes,39.0,USA,m,single,n,24h,a_few_minutes
223,78922,I found out a favorite tv show is getting a movie.,entertainment,no,no,39.0,USA,f,married,y,3m,at_least_one_hour
