"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
28586,"I found an interesting book at the library, a book I didn't know existed.","education|entertainment","yes","no","34","USA","m","single","n","24h","a_few_moment"
28587,"I went to the gym and exercised on the elliptical and lifted weights after work.","exercise","yes","no","31.0","USA","m","single","n","24h","at_least_one_hour"
28636,"I ran a mile under 6 minutes today and it made me feel fast.","exercise","yes","no","31","USA","m","married","n","24h","a_few_moment"
28655,"My girlfriend told me she is really happy with me and that she was happy she met me.","romance|conversation","no","yes","25.0","USA","m","single","n","24h","half_a_day"
28662,"I was told that the school I teach it will be closed all week, but teachers will still be paid.","education","no","no","25","USA","f","single","n","24h","all_day_im_still_feeling_it"
28666,"I was happy when I read the email of a requester giving me a $3 bonus.","career","yes","yes","21","USA","f","single","n","24h","a_few_moment"
28669,"I ate chik-fil-a","food","yes","no","20","USA","f","single","n","24h","a_few_moment"
28689,"I spent time with my boyfriend on our anniversary and watched my favorite movie.","entertainment","yes","yes","28.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
28702,"The coworkers I met for lunch today were nice people and I had a good chat with them.","food|conversation|career","yes","yes","24.0","USA","f","single","n","24h","at_least_one_hour"
28703,"I was off from work, and I got to work on two of the things I enjoy doing most with my spare time, which includes doing survey work and video games.","career","yes","no","25","USA","m","single","n","24h","at_least_one_hour"
28709,"I had a delicious lunch today.","food","yes","no","98","USA","f","widowed","y","24h","at_least_one_hour"
28710,"In the last 24 hours receiving my raise at work made me very happy","career","no","no","29","USA","m","married","n","24h","all_day_im_still_feeling_it"
28712,"I got a burger for lunch and it was cooked perfectly because it wasn't too rare or too well-done.","food","yes","no","41","USA","f","single","n","24h","at_least_one_hour"
28715,"I had some new classes yesterday and it made me happy to start a new quarter and turn a new leaf.","education","yes","no","18.0","USA","m","single","y","24h","all_day_im_still_feeling_it"
28723,"I completed a big project.","career","yes","no","19","USA","m","single","n","24h","at_least_one_hour"
28731,"I obtain my goal of exercising for one hour per day today","exercise","yes","no","48","USA","f","single","n","24h","at_least_one_hour"
28756,"I reached a new fitness goal of mine.","exercise","yes","no","28","USA","m","single","n","24h","all_day_im_still_feeling_it"
28781,"I was happy that I was upgraded to first class on my flight home.","education","yes","no","28.0","USA","m","single","n","24h","half_a_day"
28782,"I made a grilled cheese and had a beer with it after I mowed -- I love both of those things.","food","yes","no","24.0","USA","m","single","n","24h","at_least_one_hour"
28784,"My coworker just received news that she had an accepted offer on her home.","career","no","yes","32.0","USA","f","married","y","24h","a_few_moment"
28790,"I went to buy a new game for my PS4 - street fighter V","shopping|entertainment","yes","no","29","PER","m","single","n","24h","a_few_moment"
28796,"Since I am no longer constipated, I was able to go for a long walk around my neighborhood.","exercise","no","no","61.0","USA","m","single","n","24h","at_least_one_hour"
28797,"I ate my favorite food, chicken alfredo.","food","yes","no","22","USA","m","single","n","24h","half_a_day"
28802,"I got to spend time with my friend as we watched one of our favorite shows together.","entertainment","yes","yes","30","USA","m","single","n","24h","at_least_one_hour"
28833,"Going to school to get my daughters grades which had great results.","education|family","yes","no","27","USA","m","married","y","24h","all_day_im_still_feeling_it"
28835,"My dog finished all his food for the first time in a few days.","animals|food","no","no","36.0","USA","f","married","n","24h","a_few_moment"
28837,"I was watching an episode of crashing and I had a good laugh at one of the jokes on the episode.","entertainment","yes","no","31.0","USA","m","single","n","24h","a_few_moment"
28842,"I was reading in my hammock.","entertainment","yes","no","20.0","USA","f","single","n","24h","at_least_one_hour"
28844,"My girlfriend cuddled with me before we went to sleep for a long time last night","romance","no","yes","22","USA","m","single","n","24h","all_day_im_still_feeling_it"
28848,"I wrote a song that I really liked and feel good about making.","entertainment","yes","no","28.0","USA","m","single","n","24h","half_a_day"
28853,"Staying at home after going to the gym and being alone","exercise","yes","no","27","USA","f","single","y","24h","at_least_one_hour"
28858,"A friend made dinner for me.","food","no","yes","30","USA","f","single","n","24h","at_least_one_hour"
28866,"I was happy because I was able to attend a lecture by my favorite author last night.","entertainment","yes","yes","51.0","USA","f","married","y","24h","at_least_one_hour"
28872,"I went to the gym in the morning.","exercise","yes","no","34.0","USA","f","married","y","24h","half_a_day"
28883,"My partner made me a romantic meal to congratulate me for my new job.","career|romance","no","yes","24.0","GBR","m","single","n","24h","half_a_day"
28892,"I ate healthier.","food","yes","no","28","USA","m","single","n","24h","all_day_im_still_feeling_it"
28897,"I ate a delicious supper last evening.","food","yes","no","26.0","USA","m","single","n","24h","a_few_moment"
28904,"I got a positive result for a client at work.","career","yes","yes","24","USA","m","single","n","24h","half_a_day"
28906,"I participated in a group task and felt valued in it, as if my skills were needed and appreciated.","education","yes","yes","45.0","USA","m","divorced","n","24h","at_least_one_hour"
28913,"My boyfriend told me how proud he is of me.","romance","no","yes","21.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
28918,"Some vegetables that I had planted had sprouted and I saw green poking through the soil this morning.","food","yes","no","44.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
28922,"I drank a tasty green tea latte that I made.","food","yes","no","25","USA","f","single","y","24h","a_few_moment"
28933,"I talked to my dad and we talked about football for around an hour","conversation|family","yes","yes","23.0","USA","m","single","n","24h","at_least_one_hour"
28940,"I called my debt collection agency and they confirmed they received my payment.","conversation","yes","no","39","USA","m","single","n","24h","a_few_moment"
28944,"A tasty dinner yesterday.","food","no","no","33","USA","m","married","n","24h","at_least_one_hour"
28948,"I ate a delicious chocolate fudge brownie.","food","yes","no","42.0","USA","m","married","n","24h","a_few_moment"
28966,"I did some stretching this morning and it helped out with my pain.","exercise","yes","no","25.0","USA","m","single","n","24h","half_a_day"
28981,"I had excellent dinner","food","yes","no","53","GBR","m","married","y","24h","at_least_one_hour"
28982,"Seeing my puppy sleeping goofy.","animals","yes","yes","22.0","USA","m","single","n","24h","a_few_moment"
28991,"My wife cooked me a surprise dinner to take to work with me.","food","yes","no","37.0","USA","m","married","y","24h","a_few_moment"
28993,"I was able to get some writing done at work.","career","yes","no","25","USA","f","single","n","24h","at_least_one_hour"
29020,"Going for a long cycling ride and enjoying today's sunny weather.","weather|exercise","yes","no","26","SRB","m","single","n","24h","half_a_day"
29032,"I ate a hearty breakfast of bacon, eggs, biscuits, and hash browns which left me completely sated.","food","yes","no","42.0","USA","m","single","n","24h","at_least_one_hour"
29038,"Watching a soap opera of a wrestler, Blue Demon.","entertainment","yes","no","31.0","USA","m","single","n","24h","at_least_one_hour"
29040,"i felt happy today when my favorite show came on and my roommates all watched it with me.","entertainment","yes","yes","31","USA","f","single","n","24h","at_least_one_hour"
29042,"I woke up and was excited to get to work.","career","yes","no","26","USA","m","single","n","24h","at_least_one_hour"
29045,"Parents were over to watch my daughter","family","no","yes","33","USA","m","widowed","y","24h","half_a_day"
29056,"I Had fun playing an older video game","entertainment","yes","no","20.0","USA","m","single","n","24h","half_a_day"
29061,"I finished all of my work by the end of the day.","career","yes","no","24.0","USA","m","single","n","24h","a_few_moment"
29062,"I won $20 on a fanduel nba fantasy basketball tournament lineup contest.","entertainment","no","no","28","USA","m","single","n","24h","a_few_moment"
29070,"My dad thanked me for helping him fix a water fountain in our backyard.","family","yes","yes","28.0","USA","m","single","n","24h","a_few_moment"
29072,"I worked out first thing this morning.","exercise","yes","no","35.0","USA","f","married","n","24h","all_day_im_still_feeling_it"
29073,"A shirt that I had ordered online finally came in.","shopping","yes","no","26.0","USA","m","single","n","24h","at_least_one_hour"
29106,"It made me happy to eat chic-a-fila for lunch because it is my favorite restaurant.","food","yes","no","22","USA","f","single","n","24h","at_least_one_hour"
29124,"I just cooked up a couple really tasty burgers and with the new spicy mustard saw I bought, they were perfect!","food","yes","no","28.0","USA","m","single","n","24h","a_few_moment"
29128,"I spent some quality time with some coworkers I really like.","career","yes","yes","27","USA","m","single","n","24h","at_least_one_hour"
29132,"My professor told me that he was impressed that I do all the optional assignments and that I'm the only one that does them.","education","no","yes","22","USA","f","single","n","24h","at_least_one_hour"
29136,"I took my wife's family out for my wife's birthday.","family|party","yes","yes","32","USA","m","married","y","24h","half_a_day"
29139,"I went to the grocery store and got all the groceries I need for a week.","food|shopping","yes","no","37","USA","f","divorced","n","24h","all_day_im_still_feeling_it"
29140,"I had a stress free day at work today.","career","no","no","32","USA","f","married","n","24h","at_least_one_hour"
29142,"That coffee was already made when I woke up early.","food","no","no","38.0","USA","f","single","y","24h","at_least_one_hour"
29144,"The puppy got all excited to see me when i came home for the first time","animals","yes","no","36.0","USA","m","single","y","24h","all_day_im_still_feeling_it"
29150,"I ate a very delicious rum cake.","food","yes","no","30.0","USA","f","single","n","24h","at_least_one_hour"
29154,"After a long wait, my Amazon Payments account was finally verified.","shopping","no","no","22.0","USA","m","single","n","24h","a_few_moment"
29155,"I passed my exam for my online class.","education|technology","yes","no","20","USA","m","single","n","24h","all_day_im_still_feeling_it"
29166,"I WAS HAPPY TO HEAR THAT A FRIEND OF MINE HAD A HEALTHY BABY.","conversation","no","yes","27","USA","m","single","y","24h","all_day_im_still_feeling_it"
29169,"I was told that my older brother is getting married in a few months.","family","no","yes","28.0","USA","f","single","y","24h","all_day_im_still_feeling_it"
29184,"I made a new smoothie mix for my snack before bedtime.","food","yes","no","28.0","USA","m","divorced","n","24h","a_few_moment"
29198,"My fiancee took my car to the shop to get it fixed for me while I was at work.","career|shopping","no","yes","26.0","USA","f","single","n","24h","at_least_one_hour"
29203,"I ate delicious rice pudding","food","yes","no","71.0","USA","f","divorced","y","24h","at_least_one_hour"
29210,"I'm finally getting back into my healthy eating plan and today I found out I lost a pound.","food","yes","no","31.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
29211,"My dog behaved when confronted by another dog on our daily walk.","animals","no","yes","98","USA","f","widowed","y","24h","a_few_moment"
29222,"My friend and I took a long walk.","exercise","yes","yes","42.0","USA","f","separated","y","24h","half_a_day"
29224,"I made a big dinner tonight and my partner was very grateful and appreciative of the effort.","food|romance","yes","yes","31.0","USA","f","divorced","n","24h","half_a_day"
29225,"I fixed my car.","shopping","yes","no","19","USA","m","single","n","24h","half_a_day"
29233,"I saw a beautiful sunset with double rainbows","weather","yes","no","48","USA","f","single","n","24h","at_least_one_hour"
29257,"I made it to work on time.","career","yes","no","22.0","USA","m","single","n","24h","a_few_moment"
29283,"I enjoyed the great meal and drinks on my flight.","food","yes","no","28.0","USA","m","single","n","24h","half_a_day"
29287,"I caught an extremely rare pokemon in the new pokemon game which is awesome.","entertainment","yes","no","23","USA","m","single","n","24h","half_a_day"
29289,"I was happy when my wife woke up feeling better.","romance|family","no","yes","63","USA","m","married","y","24h","all_day_im_still_feeling_it"
29297,"As I was walking to retrieve the mail I saw a neighbor walking their adorable dog.","animals|exercise","yes","yes","22.0","USA","m","single","n","24h","a_few_moment"
29306,"I finished a good book","entertainment","yes","no","29","USA","m","single","n","24h","half_a_day"
29326,"Walking outside exercising","exercise","yes","no","25","USA","m","single","n","24h","at_least_one_hour"
29328,"I talked to my partner on the phone about his recent performance in a race (he did well).","family","yes","yes","33.0","USA","f","single","n","24h","half_a_day"
29332,"I wrote an excellent blog post that I was proud of.","education","yes","no","48.0","USA","f","married","y","24h","half_a_day"
29344,"I went to the gym and rowed.","exercise","yes","no","20.0","USA","f","single","n","24h","at_least_one_hour"
29351,"I made good money yesterday and today at work.","career","no","no","25","USA","f","single","n","24h","at_least_one_hour"
29359,"I was happy when my new recipe came out very good.","food","yes","no","28.0","USA","f","married","y","24h","at_least_one_hour"
29360,"I weighed myself this morning and I've lost 2lbs since my last weigh-in.","exercise","yes","no","30","USA","f","single","n","24h","all_day_im_still_feeling_it"
29372,"I was able to enjoy a nice pleasant dinner with my family last night at the olive garden.","food|family","yes","yes","39.0","USA","m","married","y","24h","half_a_day"
29373,"My favorite show came back on netflix","entertainment","no","no","27.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
29392,"This morning I completed a piece of embroidery I have been working on, and I am quite pleased with it.","career","yes","no","36.0","USA","f","single","n","24h","half_a_day"
29398,"I got to watch 2 nba basketball games after dinner and actually relaxed.","entertainment","yes","no","33","USA","m","single","n","24h","at_least_one_hour"
29402,"I listened to a new song that I really liked.","entertainment","yes","no","26","USA","f","single","n","24h","a_few_moment"
29407,"The weather was great outside.","weather","no","no","26","USA","f","single","n","24h","all_day_im_still_feeling_it"
29424,"I looked at pictures of my unborn baby's ultrasound.","family","yes","yes","25","USA","f","single","y","24h","half_a_day"
29428,"Catching up with an old friend over facebook","conversation","yes","yes","34","USA","m","married","y","24h","a_few_moment"
29434,"I got a 98% on a midterm paper for one of my major specific courses.","education","yes","no","21.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
29444,"I was able to leave work early.","career","yes","no","24","USA","f","single","n","24h","all_day_im_still_feeling_it"
29450,"I listened to the latest album from a favorite musician, Kristin Hersh.","entertainment","yes","no","42.0","USA","m","married","n","24h","half_a_day"
29473,"I watched my favorite TV show.","entertainment","yes","no","44","USA","f","divorced","y","24h","at_least_one_hour"
29478,"I received a card in the mail from my parents a few days early for my birthday.","family","no","yes","31.0","USA","f","married","n","24h","half_a_day"
29492,"I went for a run around the block.","exercise","yes","no","30","USA","f","single","y","24h","at_least_one_hour"
29515,"My son told me he is having the best time while we were at the beach this morning in Florida.","family|vacation","no","yes","32.0","USA","m","married","y","24h","half_a_day"
29521,"I ate a lot of food that I made.","food","yes","no","50.0","USA","f","single","y","24h","a_few_moment"
29525,"I made a cool song on my computer","technology","yes","no","22.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
29534,"I watched an episode of One Punch Man on Netflix which is a show I've been wanting to watch for a long time.","entertainment","yes","no","42.0","USA","m","single","n","24h","at_least_one_hour"
29549,"Found a new house listed for sale that is both attractive and in my price range.","shopping","yes","no","42.0","USA","m","married","n","24h","all_day_im_still_feeling_it"
29552,"I got a great deal on a camera I really wanted on ebay.","shopping","yes","no","22.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
29556,"I made plans to meet up with a friend tonight that I don't see very often.","career","yes","yes","39","USA","f","single","n","24h","a_few_moment"
29569,"When I ate my favorite dessert","food","yes","no","42","USA","f","married","y","24h","a_few_moment"
29593,"I learned that my favorite football team signed a good player.","entertainment","yes","no","27.0","USA","m","single","n","24h","at_least_one_hour"
29601,"There were two frozen waffles in the freezer when I had thought I had already eaten the last ones.","food","no","no","38.0","USA","f","single","n","24h","a_few_moment"
29607,"I tried a new recipe for supper and everyone enjoyed it.","food","yes","yes","29.0","USA","f","married","y","24h","a_few_moment"
29620,"i buy new shoes today.","shopping","yes","no","35","DOM","m","married","n","24h","all_day_im_still_feeling_it"
29630,"I listened to a really nice podcast on the Gospel readings from this past Sunday.","entertainment","yes","no","27","USA","m","single","n","24h","at_least_one_hour"
29633,"I enjoyed watching a funny YouTube video with my family.","entertainment","yes","yes","19.0","USA","f","single","n","24h","at_least_one_hour"
29637,"I came into to work to find out im off for the next week.","career","yes","no","25.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
29638,"My child told me that she loved me.","family","yes","yes","32","USA","m","married","y","24h","all_day_im_still_feeling_it"
29642,"I came home to a clean house that my husband cleaned for me.","family","yes","yes","32","USA","f","married","n","24h","at_least_one_hour"
29644,"That the dogs were already taken outside to potty so I didn't have to go out in the cold to do it myself.","animals|weather","yes","yes","38.0","USA","f","single","y","24h","at_least_one_hour"
29650,"My small daughter slept all through the night last night.","family","no","yes","24.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
29655,"I had a good breakfast at a local deli.","food","yes","no","22","USA","m","single","n","24h","at_least_one_hour"
29663,"I started thinking about more things that I will do on my vacation in 2 weeks.","vacation","yes","no","47.0","USA","m","married","y","24h","at_least_one_hour"
29672,"I went rock climbing with my brother, it was fun but it was very tiring but you feel like a badass when you're climbing so high.","family|exercise","yes","yes","21","USA","m","single","n","24h","half_a_day"
29674,"When I got home, I had a cup of coffee and ate my favorite burritos to relax.","food","yes","no","26.0","USA","f","single","n","24h","a_few_moment"
29685,"My friend sent me a book because he thought I would like it.","entertainment","no","yes","30.0","USA","m","married","n","24h","a_few_moment"
29693,"I was able to make coffee and sit for a few minutes before driving to work.","food|career","yes","no","28.0","USA","f","single","n","24h","at_least_one_hour"
29717,"We got some much needed rain and it smelled so good","weather","no","no","41.0","USA","m","married","y","24h","half_a_day"
29723,"I ran for at least 30 minutes on the treadmill today.","exercise","yes","no","24.0","USA","m","single","n","24h","at_least_one_hour"
29735,"I was able to complete reading the novel I had started a week ago","entertainment","yes","no","48","USA","f","single","n","24h","at_least_one_hour"
29738,"I looked up from my work and noticed it was 5 o clock and time to go home.","career","yes","no","26","USA","f","single","n","24h","a_few_moment"
29764,"I played with my cat and snuggled with him while watching some TV.","entertainment|animals","yes","no","30.0","USA","m","single","n","24h","at_least_one_hour"
29771,"My rabbit was very affectionate toward me.","animals","no","no","23.0","USA","f","single","n","24h","a_few_moment"
29783,"The birth of my baby was the best thing that happened to me this month.","family","yes","yes",NA,"USA","f",NA,NA,"24h","all_day_im_still_feeling_it"
29795,"my mom's birthday celebration and wedding celebration and my dad birthday celebration i enjoyed the past month","family|party","no","yes","25","IND","m","single","n","24h","all_day_im_still_feeling_it"
29807,"I got a raise after my performance reviews in the past month.","career","yes","no","26","USA","m","married","n","24h","half_a_day"
29833,"I learned how to cook a new cake recipe.","food","yes","no","20","USA","m","single","n","24h","half_a_day"
29861,"My son won the senior elementary science fair in the engineering category","family|education","no","yes","39","USA","o","married","y","24h","all_day_im_still_feeling_it"
29863,"I really started getting involved with a company I can sell online with I am very much behind and love the products.","shopping","yes","no","51","USA","m","divorced","y","24h","all_day_im_still_feeling_it"
29864,"I had a great date night with my wife.","romance|family","yes","yes","37","USA","m","married","y","24h","half_a_day"
29868,"I won 100 dollars on a lottery scratcher","entertainment","yes","no","22","USA","m","single","n","24h","all_day_im_still_feeling_it"
29876,"I lost 5 pounds which is awesome considering I never ever lose weight.","exercise","yes","no","30","USA","f","married","y","24h","half_a_day"
29911,"I got to see one of my plays performed at a theatre in Hollywood.","entertainment","yes","no","36","USA","f","separated","n","24h","all_day_im_still_feeling_it"
29915,"I completed a $15 HIT yesterday.","career","yes","no","23","USA","m","married","n","24h","a_few_moment"
29919,"The day with my wife","romance|family","yes","yes","31","IND","m","married","y","24h","all_day_im_still_feeling_it"
29924,"Working on my grandfathers piano made me happy.","family","yes","yes","25","USA","f","married","n","24h","half_a_day"
29942,"last week I purchased a new car.","shopping","yes","no","36","IND","m","married","y","24h","all_day_im_still_feeling_it"
29948,"I was asked on a date by a guy I like and it went well!","romance","yes","yes","30.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
29962,"I felt I had done a good job on a project at work.","career","yes","no","38","USA","f","married","y","24h","all_day_im_still_feeling_it"
29967,"I am happy that I made the most amount of money in the last month on Amazon Mturk that I have ever made in my 3+ years of membership.","career","yes","no","43","USA","m","married","y","24h","all_day_im_still_feeling_it"
29978,"My happy moment was the day I laid eyes on our dog we adopted this month.","animals","yes","no","25","USA","f","married","y","24h","all_day_im_still_feeling_it"
29987,"We have conducting the party of my mothers birthday the in last month the party was very enjoyable movement on the day me and my family members enjoyed lots and lots in an parties","party","no","yes","24","IND","f","married","y","24h","half_a_day"
29992,"my mother surprised me by coming home with my favourite cooked meal","food|family","yes","yes","31.0","IND","f","married","y","24h","half_a_day"
30008,"bought a new phone this past month","shopping","yes","no","29.0","IND","m","single","y","24h","all_day_im_still_feeling_it"
